"","zbin","vai","plot"
"1",0,0,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"2",1,0.033144673663171,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"3",2,0.220639395232949,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"4",3,0.513338934102272,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"5",4,0.712090601963104,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"6",5,1.17779842387187,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"7",6,1.24909833533245,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"8",7,0.757729821351614,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"9",8,1.27985958826589,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"10",9,0.746686122847255,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"11",10,0.239056326180823,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"12",11,0.140437638023936,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"13",12,0.00454783981160813,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"14",13,0.00117088635279884,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"15",14,0.00183421386238629,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"16",15,0.0322332575041638,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"17",16,0.0368714372419544,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"18",17,0.0635663963404057,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"19",18,0.123118590760108,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"20",19,0.0987037301035437,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"21",20,0.0984224573015147,"HBISE_2016_p2_t4_output_hit_matrix.csv"
"22",21,0.0306497918847304,"HBISE_2016_p2_t4_output_hit_matrix.csv"
