"","zbin","vai","plot"
"1",0,0,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"2",1,0.00278071276443276,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"3",2,0.604299122567412,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"4",3,0.868163116322016,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"5",4,0.694766371781752,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"6",5,0.258444459760844,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"7",6,0.199581366287586,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"8",7,0.0202459832923166,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"9",8,0.281717202447874,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"10",9,0.235357835256146,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"11",10,0.136882053018204,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"12",11,0.36646637809007,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"13",12,0.091076390926453,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"14",13,0.04890122043219,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"15",14,0.00896595750586157,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"16",15,0.0701014359858948,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"17",16,0.025882020946832,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"18",17,0.00158002581571694,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"19",18,0.0329048908108491,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"20",19,0.0211460316280736,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"21",20,0.0571488614663866,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"22",21,0.142201721640433,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"23",22,0.210402964694638,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"24",23,0.12807980612013,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"25",24,0.011510217907881,"hbefise_2017_p5_t2_output_hit_matrix.csv"
"26",25,0.00081803017739563,"hbefise_2017_p5_t2_output_hit_matrix.csv"
