"","zbin","vai","plot"
"1",0,0,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"2",1,0.0618140379979276,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"3",2,0.655106589446558,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"4",3,0.437520205341206,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"5",4,0.63939263535635,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"6",5,0.262240215494946,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"7",6,0.293296588674746,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"8",7,0.0682053681570027,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"9",8,0.0980026380211051,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"10",9,0.190804272351061,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"11",10,0.160798355625124,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"12",11,0.123149823575888,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"13",12,0.179233467750296,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"14",13,0.251141349462486,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"15",14,0.0293177950531421,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"16",15,0.0412535621012031,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"17",16,0.0164014704686069,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"18",17,0.0360971421989423,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"19",18,0.0778959505904151,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"20",19,0.0965908894172302,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"21",20,0.148516312667828,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"22",21,0.140900013620901,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"23",22,0.0720001086999747,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"24",23,0.0400841058774989,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
"25",24,0.00693005726779639,"hbef_ise_2017_p1_t4_output_hit_matrix.csv"
