"","zbin","vai","plot"
"1",0,0,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"2",1,0,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"3",2,0.00530295945763169,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"4",3,0.0195372101649887,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"5",4,0.156316145400378,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"6",5,0.271309579208325,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"7",6,0.422334823652049,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"8",7,0.449984675556174,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"9",8,0.646782063234534,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"10",9,1.64494857086273,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"11",10,0.899523264816355,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"12",11,0.865466755103674,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"13",12,0.214838983438841,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"14",13,0.413265998524986,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"15",14,0.223463167197583,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"16",15,0.870960573328659,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"17",16,0.461366528456809,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"18",17,0.0932582653768583,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"19",18,0,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"20",19,0.031358435001223,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"21",20,0,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"22",21,0.0622612618314983,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"23",22,0,"HBISE_2016_p7_t3_output_hit_matrix.csv"
"24",23,0.15123201335504,"HBISE_2016_p7_t3_output_hit_matrix.csv"
