"","zbin","vai","plot"
"1",0,0,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"2",1,0.0156611656205893,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"3",2,0.433957252692707,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"4",3,0.367010075131388,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"5",4,0.470635850005348,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"6",5,0.365648820757527,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"7",6,0.356770853845421,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"8",7,0.444811269444744,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"9",8,0.670459271560861,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"10",9,0.55355446176032,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"11",10,0.204657267175992,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"12",11,0.0401148964017372,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"13",12,0.0380152450064263,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"14",13,0.121095578568195,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"15",14,0.0376977839561339,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"16",15,0.0453085186206311,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"17",16,0.0700220297874241,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"18",17,0.117746955074802,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"19",18,0.154111506003107,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"20",19,0.179995201847069,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"21",20,0.198636892492698,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"22",21,0.0955617445827301,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"23",22,0.00313275149763616,"hbefise_2017_p3_t3_output_hit_matrix.csv"
"24",23,0.000242005696466189,"hbefise_2017_p3_t3_output_hit_matrix.csv"
