"","zbin","vai","plot"
"1",0,0,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"2",1,0.00110200957367409,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"3",2,0.131783232097992,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"4",3,0.187691113185859,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"5",4,0.703996372861765,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"6",5,0.420046336867875,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"7",6,0.806633583982717,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"8",7,1.31281388928739,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"9",8,1.1982680207017,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"10",9,0.844620051811483,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"11",10,0.151232340922425,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"12",11,0.260870686683232,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"13",12,0.0997792000895968,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"14",13,0.0057440358391906,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"15",14,0.0575488460697924,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"16",15,0.130906232674981,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"17",16,0.186704555228834,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"18",17,0.162434726105945,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"19",18,0.262536000828193,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"20",19,0.229349155422084,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"21",20,0.068856193073229,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"22",21,0.0803218838193059,"HBISE_2016_p7_t1_output_hit_matrix.csv"
"23",22,0.00486231792527661,"HBISE_2016_p7_t1_output_hit_matrix.csv"
