"","zbin","vai","plot"
"1",0,0,"ISEp7t3_output_hit_matrix.csv"
"2",1,0.00425771937342983,"ISEp7t3_output_hit_matrix.csv"
"3",2,0.153580380540955,"ISEp7t3_output_hit_matrix.csv"
"4",3,0.185777984172871,"ISEp7t3_output_hit_matrix.csv"
"5",4,0.160960004156713,"ISEp7t3_output_hit_matrix.csv"
"6",5,0.153561698573594,"ISEp7t3_output_hit_matrix.csv"
"7",6,0.720818652748196,"ISEp7t3_output_hit_matrix.csv"
"8",7,0.958371734481868,"ISEp7t3_output_hit_matrix.csv"
"9",8,0.993201169674157,"ISEp7t3_output_hit_matrix.csv"
"10",9,0.858292321937261,"ISEp7t3_output_hit_matrix.csv"
"11",10,0.851227473293547,"ISEp7t3_output_hit_matrix.csv"
"12",11,0.247898416869951,"ISEp7t3_output_hit_matrix.csv"
"13",12,0.28435271231179,"ISEp7t3_output_hit_matrix.csv"
"14",13,0.451783613038456,"ISEp7t3_output_hit_matrix.csv"
"15",14,0.433326685493976,"ISEp7t3_output_hit_matrix.csv"
"16",15,0.544972281808022,"ISEp7t3_output_hit_matrix.csv"
"17",16,0.166358722501445,"ISEp7t3_output_hit_matrix.csv"
"18",17,0.172181864229491,"ISEp7t3_output_hit_matrix.csv"
"19",18,0.236795510224137,"ISEp7t3_output_hit_matrix.csv"
"20",19,0.00215117229045867,"ISEp7t3_output_hit_matrix.csv"
"21",20,0.0494602246036161,"ISEp7t3_output_hit_matrix.csv"
"22",21,0.0312858248747952,"ISEp7t3_output_hit_matrix.csv"
"23",22,0.00664465034114143,"ISEp7t3_output_hit_matrix.csv"
"24",23,0,"ISEp7t3_output_hit_matrix.csv"
"25",24,0.00284770728906061,"ISEp7t3_output_hit_matrix.csv"
