"","zbin","vai","plot"
"1",0,0,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"2",1,0.034984750371331,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"3",2,0.558306024122402,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"4",3,0.376118721234456,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"5",4,0.390676673429057,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"6",5,0.340665047493427,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"7",6,0.182038872483303,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"8",7,0.307774751073356,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"9",8,0.279947628210528,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"10",9,0.0999336022319843,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"11",10,0.192399791802902,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"12",11,0.187340861583608,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"13",12,0.0954871055943381,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"14",13,0.127341721905761,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"15",14,0.0431984177422398,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"16",15,0.0240026361859886,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"17",16,0.0847205156998989,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"18",17,0.0851395341223887,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"19",18,0.0891953378642162,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"20",19,0.0585287065409708,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"21",20,0.0448633952781863,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"22",21,0.131110621559489,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"23",22,0.109037174396503,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"24",23,0.310517501977217,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"25",24,0.146742766281541,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
"26",25,0.00050694619261148,"hbef_ise_2017_p9_t3_output_hit_matrix.csv"
