"","zbin","vai","plot"
"1",0,0,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"2",1,0.060117365744238,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"3",2,0.7377433102593,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"4",3,1.0253169848817,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"5",4,0.549171675035633,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"6",5,0.120432802159725,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"7",6,0.524844772399382,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"8",7,0.127290144638914,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"9",8,0.0710139317698676,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"10",9,0.112013707712347,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"11",10,0.231488376002915,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"12",11,0.238063123113283,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"13",12,0.090423966743836,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"14",13,0.136511740344107,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"15",14,0.0530076330480458,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"16",15,0.0894468926758405,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"17",16,0.0975376234487101,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"18",17,0.0369676606316775,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"19",18,0.0577321206099547,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"20",19,0.0494115288078367,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"21",20,0.097488712366295,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"22",21,0.156198326732052,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
"23",22,0.00297008184485498,"hbef_ise_2017_p8_t4_output_hit_matrix.csv"
