"","zbin","vai","plot"
"1",0,0,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"2",1,0,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"3",2,0.116200447894253,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"4",3,0.308769185282381,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"5",4,0.216907051795822,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"6",5,0.474012868050997,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"7",6,1.02326464357411,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"8",7,1.36556970497936,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"9",8,1.40401640630946,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"10",9,0.994525849001539,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"11",10,0.731503537676964,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"12",11,0.118367000949633,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"13",12,0.0347986991611867,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"14",13,0.0667498378512933,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"15",14,0,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"16",15,0,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"17",16,0,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"18",17,0.0704598942128443,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"19",18,0.0859561105341718,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"20",19,0.211925131869948,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"21",20,0.29642803978634,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"22",21,0.0563417846333605,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"23",22,0.0561928440542879,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"24",23,0.0911004910247371,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
"25",24,0.00551843861130876,"hbef_ise_2017_p2_t1_output_hit_matrix.csv"
