plot,filename,year,mean.height,height.2,mean.height.var,mean.height.rms,transect.length,mode.el,max.el,mode.2,max.can.ht,mean.max.ht,mean.vai,mean.peak.vai,deep.gaps,deep.gap.fraction,porosity,std.std,mean.std,rugosity,top.rugosity,plot_1,mean.return.ht,sd.return.ht,sky.fraction,cover.fraction,max.ht,scan.density,rumple,clumping.index,enl
9239,Pearsall_NW_9239_081314.CSV,2014,14.29197419,5.502486327,30.27735577,15.26512411,20,13.15,4.269300315,7.672747398,32.33,23.6132,6.43027375,2.303124565,0,0,0.715151515,2113.145376,30.3450724,34.53001531,6.796356103,Pearsall_NW_9239_081314.CSV,12.23792766,7.724679363,4.208905428,95.79109457,32.33,389.9,5.75,0.957228336,27.78616352
9240,Pearsall_NW_9240_081314.CSV,2014,11.06840083,3.981673656,15.8537251,11.72904667,20,10.65,4.974218593,5.612720515,32.069,18.4783,7.682895463,2.517725077,0,0,0.674242424,590.0298143,18.18312683,16.1060148,6.224852804,Pearsall_NW_9240_081314.CSV,7.266151949,3.82736429,0.446373218,99.55362678,32.069,403.5,6.6,0.786816675,19.14078675
9271,Pearsall_NW_9271_081314.CSV,2014,7.553749806,3.258108204,10.61526907,8.194122391,20,6.5,6.301800918,4.762794403,25.548,15.5244,7.759351276,2.92840307,0,0,0.627777778,412.7807044,13.67428077,15.02646831,6.029663754,Pearsall_NW_9271_081314.CSV,5.189956819,3.589300233,0.270620073,99.72937993,25.548,425.2,7.55,0.693874389,16.99663441
9329,Pearsall_NW_9329_081314.CSV,2014,12.49261441,5.884860692,34.63158537,13.7464694,20,11.45,4.44250014,9.058145506,26.733,23.5422,7.637492371,2.628277935,0,0,0.55,1687.883689,36.70746912,18.45116254,2.177990445,Pearsall_NW_9329_081314.CSV,8.905349472,6.912291563,0.391676867,99.60832313,26.733,408.75,3.15,0.868945587,22.48725212
9333,Pearsall_NW_9333_081314.CSV,2014,12.50295737,5.960047544,35.52216672,13.78658774,20,15.4,5.006221798,9.046080861,29.127,20.63685,7.390866319,2.540269979,0,0,0.605,1975.773957,34.86708508,27.56919178,6.710272363,Pearsall_NW_9333_081314.CSV,8.624427993,7.127302687,1.4140723,98.5859277,29.127,438.7,4.7,0.882290242,23.77020736
9427,Pearsall_NW_9427_072514.CSV,2014,12.32897012,5.268206416,27.75399885,13.35551583,20,14.95,5.981249825,8.274723719,28.342,20.75105,7.790289567,3.07391343,0,0,0.655172414,1761.453413,36.47625327,20.75900672,5.401324696,Pearsall_NW_9427_072514.CSV,6.508812625,5.254374232,0.31028919,99.68971081,28.342,403.1,6.35,0.897391856,22.02643172
9428,Pearsall_NW_9428_081314.CSV,2014,13.86800419,5.565812727,30.97827131,14.89130277,20,13.1,5.065552129,8.39109804,30.232,21.96315,7.677701036,3.025683606,0,0,0.709677419,1015.395991,27.1662389,16.65507295,5.784466789,Pearsall_NW_9428_081314.CSV,9.395850467,6.528388798,1.822523881,98.17747612,30.232,398.05,4.8,0.911724891,22.28335626
9453,Pearsall_NW_9453_081314.CSV,2014,11.14741503,5.307420943,28.16871706,12.28922874,20,11.45,4.549186844,7.769542424,28.836,20.6863,7.833539864,2.818949361,0,0,0.663333333,1194.718756,29.0947858,18.66044465,5.632475179,Pearsall_NW_9453_081314.CSV,7.199983934,6.022419419,0.206878717,99.79312128,28.836,386.95,5.2,0.854763441,20.77596741
9454,Pearsall_NW_9454_072514.CSV,2014,14.74585421,4.420981733,19.54507949,15.36255323,20,15,6.218101266,8.09158107,29.927,23.2662,7.908847416,2.87220281,0,0,0.627419355,2432.259591,43.35857506,23.50092679,4.029556768,Pearsall_NW_9454_072514.CSV,8.403407928,6.915229249,0.095136164,99.90486384,29.927,420.7,3.35,0.866344813,23.41421676
9235,cp9235c.CSV,2017,11.67756581,5.726765133,32.79583889,12.98517558,60,10.86666667,6.10372868,7.219246091,28.009,18.29586667,6.977354641,3.06291422,0,0,0.758045977,1019.474226,21.70139704,23.42058053,6.612684279,cp9235c.CSV,8.342556098,6.674148596,5.814037106,94.18596289,28.009,463.65,6.483333333,0.93721271,21.94391482
9235,cp9235e.CSV,2017,7.873046014,4.606688436,21.22157834,9.102347989,60,7.3,6.169967515,5.823098366,27.387,16.19606667,6.459001072,2.875675018,4,0.066666667,0.728571429,563.8683816,17.64672726,15.88903391,8.011338052,cp9235e.CSV,5.815911485,5.130684118,11.97188365,88.02811635,27.387,445.8833333,6.383333333,0.931176784,21.78709137
9235,cp9235w.CSV,2017,11.87235526,5.9748852,35.69925315,13.26865046,60,10.96666667,6.403325465,7.426399695,27.358,18.60975,7.026885524,3.048639688,0,0,0.689880952,1028.691942,22.50478759,22.85227512,7.706966924,cp9235w.CSV,8.823228287,6.909108533,2.909887359,97.09011264,27.358,426.25,5.5,0.950637058,23.73773502
9237,cp9237c.CSV,2017,10.7832202,4.639473307,21.52471257,11.723643,60,11.36666667,6.903194107,6.235401029,26.917,15.1158,7.777760245,3.567808761,0,0,0.720238095,349.2786377,13.6502661,12.76514289,5.278528043,cp9237c.CSV,7.252532527,4.555653813,0.915296308,99.08470369,26.917,429.85,4.766666667,0.871231824,18.03559765
9237,cp9237e.CSV,2017,9.277512454,3.532042731,12.47532586,9.916634565,60,9.1,7.036820631,4.970079971,26.264,12.46591667,7.842860705,3.628998852,0,0,0.762345679,283.7800353,10.04806704,13.52096091,5.22523627,cp9237e.CSV,6.247333669,3.385457983,0.215597353,99.78440265,84.05,448.4833333,4.666666667,0.809339181,13.83341111
9237,cp9237w.CSV,2017,11.61486368,4.00199167,16.01593733,12.27412169,60,11.7,8,5.053275494,24.792,14.88148333,7.793709868,3.616709838,0,0,0.708333333,403.3632599,13.42319423,14.93924752,5.888960941,cp9237w.CSV,7.847710074,4.059965105,0.826163264,99.17383674,24.792,389.4666667,5.683333333,0.900943793,18.43335411
9239,cp9239c.CSV,2017,15.94804543,6.929869719,48.02309433,17.36556542,60,15.01666667,6.791195578,9.236059888,39.361,25.18638333,7.162756807,3.080638149,0,0,0.807916667,3404.403114,36.46223612,45.55116301,7.634247482,cp9239c.CSV,12.46295895,8.406493734,1.94446605,98.05553395,39.361,428.6833333,6.233333333,0.960656905,30.50394718
9239,cp9239e.CSV,2017,17.52826281,6.39370581,40.87947398,18.63969277,60,18.36666667,6.529135477,8.99899555,31.014,23.254,7.405918871,3.194422928,0,0,0.741666667,1328.676509,27.97302598,23.37062959,6.659995961,cp9239e.CSV,13.00488543,7.381350872,1.785898627,98.21410137,31.014,484.4666667,4.216666667,0.934147179,24.18085316
9239,cp9239w.CSV,2017,17.12736,6.702470287,44.92310795,18.37174053,60,17.58333333,6.872176804,8.501827653,37.933,23.21431667,7.508910826,3.576798603,0,0,0.794871795,935.0494374,21.7762125,21.46732416,8.748322178,cp9239w.CSV,13.72146644,7.420928911,1.113049257,98.88695074,37.933,401.4166667,5.6,0.946457758,28.3046683
9240,cp9240c.CSV,2017,12.08104286,3.726762385,13.88875787,12.63364061,60,12,7.324466847,5.217311471,31.611,17.0556,7.569831907,3.304545567,0,0,0.77020202,383.741121,14.07702065,13.62272406,5.29304872,cp9240c.CSV,8.841052419,3.984315975,2.401502616,97.59849738,31.611,372.8,5.333333333,0.819302943,16.3980198
9240,cp9240e.CSV,2017,12.53615641,4.873246663,23.74853304,13.4353244,60,12.58333333,6.977005509,6.530999526,34.259,17.21605,7.356326592,3.20664766,0,0,0.794761905,605.4946583,15.49838144,19.1126877,6.61313371,cp9240e.CSV,9.567067963,4.825414795,2.538915727,97.46108427,34.259,310.6166667,5.666666667,0.895101191,20.30396765
9240,cp9240w.CSV,2017,13.39281277,4.954666301,24.54871815,14.2655882,60,13.8,6.051107677,7.236442613,30.11,18.46491667,7.747963905,3.077694764,0,0,0.719892473,956.3984692,20.50405119,23.15129271,6.724388507,cp9240w.CSV,9.144301584,5.374953372,0.389088421,99.61091158,30.11,389.9166667,5.2,0.927037244,23.10332794
9241,cp9241_c.CSV,2017,15.82832755,7.545367007,56.93256326,17.50770232,60,15.01666667,6.07501014,9.334629652,29.666,23.09726667,6.579264248,2.855275243,1,0.016666667,0.786021505,2258.548419,32.11334868,35.0325742,6.414356834,cp9241_c.CSV,13.38080255,9.096991355,7.376319471,92.62368053,29.666,393.2666667,5.683333333,0.942902869,22.50696221
9241,cp9241_e.CSV,2017,15.15947713,7.240717616,52.4279916,16.76869639,50,15.36,7.761396992,9.102051798,30.261,21.71386,7.687528337,3.295136229,0,0,0.727096774,998.7999963,23.58746053,21.03406052,7.348003888,cp9241_e.CSV,10.82790317,7.805726231,0.436992776,99.56300722,30.261,448.64,6.2,0.964483733,26.53551832
9241,cp9241_w.CSV,2017,16.93338923,6.620444306,43.83028281,18.16148256,60,15.93333333,7.078372247,9.004455896,31.21,25.59746667,6.699010119,2.813451534,0,0,0.733854167,2203.448923,32.3543268,34.00950544,4.349786955,cp9241_w.CSV,13.50023409,8.387346137,6.137034113,93.86296589,31.21,401.2333333,4.1,0.949234756,25.63780069
9271,cp9271c.CSV,2017,8.377743021,3.915456617,15.33080052,9.230967589,50,7.8,5.998445501,5.158705739,28.506,14.3925,7.765227998,3.44551938,0,0,0.734666667,339.6711503,13.00054325,13.06357629,5.499093577,cp9271c.CSV,5.634255572,3.951928956,0.307420001,99.69258,28.506,429.5,5.76,0.823601307,16.75878121
9271,cp9271e.CSV,2017,8.390359541,3.557770506,12.65773097,9.096121202,40,7.15,5.854396881,5.380639558,28.512,17.40935,7.11901664,2.874245044,0,0,0.6825,455.047395,16.71167246,13.25772977,6.090633366,cp9271e.CSV,6.265818684,4.103270986,2.61967135,97.38032865,28.512,525,6.05,0.840647572,19.88779285
9271,cp9271w.CSV,2017,8.6938358,3.520553866,12.39429952,9.368591611,60,8.083333333,6.522801381,4.709498756,30.853,15.71498333,7.441569457,3.514774717,0,0,0.7703125,560.3907452,15.65740107,17.75490177,6.424722885,cp9271w.CSV,5.881346056,3.659366654,2.217364147,97.78263585,30.853,427.05,6.816666667,0.790469788,15.72580254
9274,cp9274c.CSV,2017,12.22402481,5.842694646,34.13708073,13.52756119,60,12.48333333,7.016130797,7.639086969,26.827,18.44065,7.540102799,3.408972689,0,0,0.730952381,725.7923465,20.19066713,17.83617973,4.99316194,cp9274c.CSV,8.682838121,6.261331459,1.100647212,98.89935279,26.937,430.1666667,4.416666667,0.936284883,21.70214574
9274,cp9274e.CSV,2017,13.07886785,5.948300476,35.38227855,14.34745127,60,12.56666667,7.29501021,8.068282044,30.657,19.66675,7.404826335,3.260086185,0,0,0.746354167,782.9373586,20.53993902,19.00127006,5.930456602,cp9274e.CSV,9.083136677,6.139785224,1.390335583,98.60966442,30.657,368.1333333,5.116666667,0.931919718,23.53100506
9274,cp9274w.CSV,2017,10.27002364,6.086905475,37.05041826,11.91244295,60,9.4,7.13532218,8.093102315,27.863,19.1167,7.332589523,3.525109466,0,0,0.735632184,1580.892598,27.42614331,28.78713707,7.15238805,cp9274w.CSV,7.490404155,7.155153997,1.655428595,98.34457141,27.863,412.9,5.966666667,0.917578801,21.85950413
9329,cp9329c.CSV,2017,12.55960779,5.251401209,27.57721465,13.59637239,60,12.21666667,5.57150572,7.839689692,27.425,20.65731667,7.560840328,2.992822133,0,0,0.650595238,993.1664508,25.19589906,18.92968889,4.806827875,cp9329c.CSV,9.215108701,6.133524801,0.916080484,99.08391952,27.425,509.5333333,5.2,0.93236268,23.05580462
9329,cp9329e.CSV,2017,12.27372287,5.379958399,28.94395237,13.38304249,60,12.21666667,5.916251147,8.374885108,27.166,20.35525,7.1708676,2.985337798,0,0,0.692261905,1508.638968,31.02797738,23.36457977,5.042989141,cp9329e.CSV,7.657537409,5.959935682,4.112447361,95.88755264,27.166,439.4333333,4.566666667,0.946559255,23.17199827
9329,cp9329w.CSV,2017,10.9728045,4.374778589,19.13868771,11.79924354,60,10.45,6.225409641,6.195747585,25.821,19.01925,7.667033518,3.34777088,0,0,0.703703704,823.5262315,22.61649933,17.66409323,4.107429394,cp9329w.CSV,7.568566025,5.045973272,0.640026257,99.35997374,25.821,406.35,4.716666667,0.941262897,21.45650959
9333,cp9333c.CSV,2017,13.69077716,6.560996352,43.04667313,15.15332039,50,13.6,6.557627349,8.446711714,30.207,20.74988,7.320752959,3.173820973,0,0,0.712258065,1282.074523,26.06465722,24.55011542,7.550929573,cp9333c.CSV,9.793016864,7.314622465,1.757937713,98.24206229,30.207,592.86,5.68,0.963448224,26.80808625
9333,cp9333e.CSV,2017,14.20992037,6.895187009,47.54360388,15.76434485,50,13.08,5.979121377,9.104472998,29.459,24.23082,6.78098089,2.969320749,0,0,0.722666667,2823.926937,40.08604668,34.88604018,5.764227936,cp9333e.CSV,11.85453906,8.864511716,2.385360603,97.6146394,29.459,464.62,5,0.926775749,22.62761506
9333,cp9333w.CSV,2017,13.13450486,6.520846061,42.52143335,14.63994402,60,12.45,7.715388952,8.50807194,28.862,20.16328333,7.680170002,3.396990888,0,0,0.715555556,1037.995678,24.78959283,20.5784296,7.290578771,cp9333w.CSV,9.078644618,6.687748915,0.621876311,99.37812369,28.862,436.9666667,6.6,0.971973725,26.55429498
9427,cp9427c.CSV,2017,10.68157807,7.132837851,50.8773758,12.81114864,60,10.01666667,7.686110298,8.668062686,28.091,18.08918333,7.252845392,3.817100477,0,0,0.755747126,1510.492649,25.8984385,28.97867374,8.580436668,cp9427c.CSV,7.430758734,7.53867704,2.902503847,97.09749615,28.091,476.7166667,8.933333333,0.890630522,20.00055365
9427,cp9427e.CSV,2017,8.266821553,4.658354517,21.70026681,9.469896213,60,7.75,8,5.864645582,27.468,13.67861667,7.702037,3.937973418,0,0,0.795238095,696.667786,14.83165436,21.83322731,7.21030218,cp9427e.CSV,5.814404522,5.24270491,2.214991375,97.78500862,37.957,425.25,5.616666667,0.876988715,16.1308615
9427,cp9427w.CSV,2017,13.37457761,7.524699711,56.62110574,15.31524557,60,12.9,7.382710108,8.882853412,31.334,20.71751667,6.906352419,3.304752325,0,0,0.780729167,1521.428134,24.64332856,30.23465712,7.906777034,cp9427w.CSV,9.076268279,7.990699081,6.101667077,93.89833292,31.334,406.0166667,6.983333333,0.951042948,24.34963594
9428,cp9428c.CSV,2017,13.54598446,5.760272919,33.1807441,14.7010689,60,12.66666667,6.770000169,8.206377567,31.234,21.42966667,7.448128129,3.432910175,0,0,0.765104167,2344.546705,32.67669429,35.7320634,7.805664149,cp9428c.CSV,9.809760624,7.11838773,1.123555931,98.87644407,31.234,473.3166667,5.85,0.976422036,27.91285852
9428,cp9428e.CSV,2017,15.65374034,6.684691144,44.68509569,16.99940972,60,15.38333333,7.604441025,8.503422375,31.037,22.15015,6.93256525,3.019393459,0,0,0.741145833,1394.206223,25.60637822,27.17571742,8.295217243,cp9428e.CSV,12.47724962,7.768714733,4.462916908,95.53708309,31.037,489.3333333,6.416666667,0.933655828,24.36707113
9428,cp9428w.CSV,2017,16.46769149,6.152399946,37.8520251,17.56149256,60,15.55,7.421522084,8.54187095,31.733,23.03868333,7.662067002,3.267215648,0,0,0.742929293,1516.051211,29.18086957,25.77844181,7.006388921,cp9428w.CSV,11.87575686,7.532899193,0.820261908,99.17973809,31.733,463.3833333,6.533333333,0.95752326,27.01292879
9452,cp9452c.CSV,2017,9.402098556,4.089162679,16.72125141,10.23651716,50,9.2,6.684799905,6.013590051,30.801,16.89932,7.793535117,3.582458242,0,0,0.755,960.027548,20.28850746,23.41802752,7.581429956,cp9452c.CSV,6.292211501,4.635984202,0.27904381,99.72095619,30.801,430.16,6.18,0.85058808,19.09818543
9452,cp9452e.CSV,2017,11.57815566,5.975750357,35.70959233,13.00646459,60,10.36666667,6.671532158,7.309076472,30.378,20.36351667,7.402688347,3.22977488,0,0,0.722580645,1437.687791,28.53305023,24.97103993,7.357460057,cp9452e.CSV,8.085973522,6.422374535,0.978124112,99.02187589,30.378,410.7666667,8.233333333,0.915219388,23.1285615
9452,cp9452w.CSV,2017,10.11554378,4.447334764,19.7787865,11.03210935,50,9.98,6.354976915,6.13284899,30.704,17.70876,7.541436443,3.386137452,0,0,0.759375,762.0213224,19.86018668,19.17274909,7.398007146,cp9452w.CSV,6.89459995,4.619151726,1.00083814,98.99916186,30.704,405.78,8.2,0.874180028,19.91468494
9453,cp9453c.CSV,2017,10.9780315,6.019855948,36.23866563,12.49123965,50,9.86,7.818558797,8.307876764,30.502,19.19002,7.082135639,3.208323456,0,0,0.744375,2084.989582,32.68596554,31.88443569,8.232079754,cp9453c.CSV,7.68116859,6.96656116,4.065958889,95.93404111,30.502,442.82,6.54,0.913000413,23.24315687
9453,cp9453e.CSV,2017,14.01977635,6.068779088,36.83007962,15.25681401,60,13.7,5.742389046,8.529708799,28.857,22.02856667,7.17160874,2.772546683,0,0,0.670555556,1752.105846,32.17994321,26.76858423,6.57308041,cp9453e.CSV,9.868561806,7.031097635,2.609691929,97.39030807,28.857,392.8833333,5.066666667,0.957934617,26.0422869
9453,cp9453w.CSV,2017,13.17362454,6.392550929,40.86470738,14.61478008,50,11.78,5.393470972,9.636855275,29.504,23.56976,7.453437999,2.689336448,0,0,0.647096774,2753.676389,41.91198466,31.57628748,5.853493757,cp9453w.CSV,9.006313165,7.548773989,1.035476319,98.96452368,29.504,444.36,5.26,0.954263325,26.90486467
9454,cp9454c.CSV,2017,12.44494722,5.851290504,34.23760056,13.73112105,60,11.66666667,7.725536073,8.516517683,30.353,21.5721,7.39422545,3.096367075,0,0,0.685483871,1433.779115,30.15182255,22.9051678,6.151048842,cp9454c.CSV,8.902731633,6.794886771,1.950460692,98.04953931,30.353,417.9666667,4.966666667,0.929172709,24.42196532
9454,cp9454e.CSV,2017,11.81520848,5.784300982,33.45813786,13.13391235,60,11,5.940883892,8.054896395,32.064,22.28901667,7.568566888,2.965367888,0,0,0.703535354,1956.747133,33.41547458,28.98539617,6.949991051,cp9454e.CSV,7.985277632,6.66522226,0.852422212,99.14757779,32.064,475.2333333,6.583333333,0.935640647,26.00324504
9454,cp9454w.CSV,2017,12.42101193,5.782780376,33.44054888,13.68081663,60,11.25,6.344296866,8.611433078,30.104,20.6042,7.561961866,3.097421292,0,0,0.712903226,2160.094962,35.35769673,30.16501689,7.000664704,cp9454w.CSV,8.609869271,7.145561835,1.051959274,98.94804073,30.104,443.7333333,6.733333333,0.938791464,24.48531685
