latitude,longitude,easting,northing
42.53861833,-72.17984865,731592.9,4713221.9
42.53840831,-72.1713347,732292.9,4713221.9
42.54290578,-72.17113153,732292.9,4713721.9
42.54311583,-72.17964609,731392.9,4713721.9
