"","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"1","ISEp4t2.CSV",9.03572579066639,1.88057431283192,3.53655974608325,9.21976530736509,20,9.5,6.01522709609417,2.46020966158321,19.52,12.4456,7.85214530712554,3.49924781456709,0,0,0.664285714285714,44.6857008734836,5.67986178290824,3.52489304809976,3.82827658627908,"ISEp4t2.CSV",6.8445171992983,2.54579652449974,0.121886188771236,99.8781138112288,19.622,656.5,5,0.740153236861667,11.8976660682226
