7.509,101
7.510,88
7.555,93
5.006,98
5.105,98
5.079,91
5.145,95
5.137,93
5.168,102
5.187,100
5.303,112
5.274,111
5.270,117
5.352,119
5.259,114
5.386,107
7.409,101
7.449,98
7.437,102
7.452,92
7.540,103
7.452,99
7.393,111
7.440,110
6.089,109
5.859,107
5.680,106
5.521,103
5.448,96
5.468,102
5.379,105
5.486,107
5.467,109
5.489,108
5.506,113
5.652,112
5.836,115
5.882,114
5.890,109
5.747,111
5.496,110
5.428,112
5.349,111
5.264,108
5.279,105
5.250,104
5.262,100
5.212,100
5.212,100
5.212,100
5.232,106
5.205,98
5.179,91
5.125,90
5.133,92
5.137,93
5.145,95
5.145,95
5.121,89
5.148,96
5.133,92
5.165,101
5.205,98
5.180,98
-9999999999
5.218,102
5.215,101
5.215,101
5.208,99
5.225,104
5.205,98
5.180,98
5.223,96
5.272,103
5.255,98
5.272,103
5.312,100
5.397,103
5.554,98
5.666,102
5.923,104
6.019,103
6.077,98
6.162,101
6.208,107
7.391,103
7.522,105
7.611,102
7.658,101
7.688,95
7.794,97
8.013,89
8.035,82
8.024,74
8.089,83
8.199,98
8.201,106
8.248,105
8.344,104
8.345,97
8.435,108
8.400,98
8.407,100
8.421,97
8.303,99
8.296,97
8.353,99
8.413,102
6.812,116
8.163,117
6.243,124
6.247,125
7.047,119
8.611,115
7.360,116
5.450,104
5.790,109
8.115,103
8.392,103
7.053,114
7.261,123
8.841,116
8.674,97
8.663,101
8.740,94
5.994,124
6.259,128
6.335,115
8.772,103
8.890,108
5.991,102
6.067,95
6.034,100
6.069,103
6.006,99
6.122,104
6.022,90
6.036,108
6.050,112
6.039,109
6.003,98
6.026,105
5.987,108
6.013,101
6.010,93
6.019,103
6.029,106
6.039,109
6.039,109
6.039,109
6.033,107
6.043,110
5.988,101
6.013,101
6.029,106
6.036,108
6.061,108
6.092,117
6.046,111
6.095,118
6.092,117
6.056,114
6.056,114
6.095,118
6.085,115
6.085,115
6.089,109
6.080,99
6.105,99
6.034,93
6.020,96
6.095,96
6.067,95
6.007,86
6.038,94
6.052,98
6.042,95
6.059,93
6.095,96
6.112,101
6.169,103
6.154,106
6.129,106
6.128,113
6.068,110
6.084,100
6.052,98
6.048,97
6.048,97
6.045,96
6.038,94
6.034,93
6.011,87
6.062,76
6.126,91
6.092,95
6.045,96
6.140,102
6.222,104
6.263,116
6.245,118
6.242,117
6.193,110
6.225,112
6.210,115
6.150,112
6.033,107
9.061,99
6.236,108
6.206,114
6.270,118
6.205,127
6.102,120
6.099,119
6.106,121
6.110,122
6.097,125
6.143,124
6.143,124
6.238,129
6.239,123
6.243,124
6.197,125
6.213,116
6.292,117
6.217,117
6.270,118
6.267,117
6.250,112
6.201,105
6.219,103
6.230,99
6.183,107
6.176,105
6.138,94
6.136,108
6.168,110
6.140,102
6.128,113
6.062,101
6.048,97
6.055,99
6.045,96
6.055,99
6.112,101
6.069,103
6.059,100
6.045,96
6.052,98
6.062,101
6.059,100
6.065,102
6.069,103
6.055,99
6.044,103
6.033,107
6.031,114
6.043,110
6.081,114
6.053,113
6.109,128
6.209,128
6.259,128
8.867,116
8.862,107
8.887,107
8.893,109
6.285,115
6.213,116
6.186,108
6.069,103
5.916,102
8.804,105
8.666,102
8.611,87
8.639,94
8.595,96
8.628,98
8.588,94
8.678,98
8.721,103
8.724,104
8.660,100
8.567,95
8.581,80
8.688,108
8.584,93
8.631,92
8.664,116
8.551,105
8.562,101
8.486,101
8.425,98
8.399,91
8.483,93
8.433,93
8.417,83
8.601,112
8.872,124
8.956,105
8.099,113
7.930,93
7.989,89
8.572,90
9.050,103
8.838,115
8.721,103
8.700,97
8.798,96
8.754,98
8.700,97
8.681,99
8.704,98
8.694,95
8.808,92
8.985,92
8.975,96
8.906,98
8.859,99
8.732,99
8.588,94
8.563,94
8.486,101
8.365,95
8.345,97
8.300,98
8.268,96
8.278,99
8.288,102
6.703,106
6.745,111
6.727,113
6.702,113
