"","x","y","layer","x","y","layer"
"28",732215.135129527,4713704.36547209,0.843159281526716,732210,4713720,0.901726973684211
"29",732245.035129527,4713704.36547209,0.853672045611923,732240,4713720,0.900973689662316
"30",732274.935129527,4713704.36547209,0.851382682279842,732270,4713720,0.898723029502422
"31",731407.835129527,4713674.46547209,0.853275877364283,731400,4713690,0.901172529313233
"32",731437.735129527,4713674.46547209,0.864476289126547,731430,4713690,0.902645502645503
"33",731467.635129527,4713674.46547209,0.859106411930002,731460,4713690,0.901867129830656
"34",731497.535129527,4713674.46547209,0.859814104096272,731490,4713690,0.898327177927439
"35",731527.435129527,4713674.46547209,0.85809154733443,731520,4713690,0.898267923700943
"36",731557.335129527,4713674.46547209,0.856594611267545,731550,4713690,0.895833333333333
"37",731587.235129527,4713674.46547209,0.863179795858548,731580,4713690,0.893980233602875
"38",731617.135129527,4713674.46547209,0.855693818463944,731610,4713690,0.891355692017005
"39",731647.035129527,4713674.46547209,0.84320094243209,731640,4713690,0.886756238003839
"40",731676.935129527,4713674.46547209,0.851066742688755,731670,4713690,0.876288659793814
"41",731706.835129527,4713674.46547209,0.83314424100882,731700,4713690,0.875248086192231
"42",731736.735129527,4713674.46547209,0.831542426830591,731730,4713690,0.87825577992391
"43",731766.635129527,4713674.46547209,0.828262728594709,731760,4713690,0.86525448661371
"44",731796.535129527,4713674.46547209,0.837216702026349,731790,4713690,0.867433579841139
"45",731826.435129527,4713674.46547209,0.852843052076555,731820,4713690,0.880426693128256
"46",731856.335129527,4713674.46547209,0.844497033029933,731850,4713690,0.893844781445138
"47",731886.235129527,4713674.46547209,0.847553586729898,731880,4713690,0.894783971345422
"48",731916.135129527,4713674.46547209,0.839817170435246,731910,4713690,0.890448791714615
"49",731946.035129527,4713674.46547209,0.84397927116508,731940,4713690,0.890166627552218
"50",731975.935129527,4713674.46547209,0.847520199457858,731970,4713690,0.887656702025072
"51",732005.835129527,4713674.46547209,0.840103815638122,732000,4713690,0.884860362567369
"52",732035.735129527,4713674.46547209,0.833284133569595,732030,4713690,0.881033642125792
"53",732065.635129527,4713674.46547209,0.833120406191407,732060,4713690,0.875127420998981
"54",732095.535129527,4713674.46547209,0.84339726651261,732090,4713690,0.884796044499382
"55",732125.435129527,4713674.46547209,0.842046661675738,732120,4713690,0.893321176202416
"56",732155.335129527,4713674.46547209,0.845127059599964,732150,4713690,0.891539153915392
"57",732185.235129527,4713674.46547209,0.836055092115093,732180,4713690,0.88955087076077
"58",732215.135129527,4713674.46547209,0.838048532829468,732210,4713690,0.891740550629958
"59",732245.035129527,4713674.46547209,0.849027891797981,732240,4713690,0.890052356020942
"60",732274.935129527,4713674.46547209,0.850529827563503,732270,4713690,0.887282528791963
"61",731407.835129527,4713644.56547209,0.86412967665465,731400,4713660,0.901101184292541
"62",731437.735129527,4713644.56547209,0.867164145750603,731430,4713660,0.899914456800684
"63",731467.635129527,4713644.56547209,0.860207688569273,731460,4713660,0.900626485201988
"64",731497.535129527,4713644.56547209,0.867059848467298,731490,4713660,0.903361344537815
"65",731527.435129527,4713644.56547209,0.853061709558734,731520,4713660,0.8996699669967
"66",731557.335129527,4713644.56547209,0.84477470790946,731550,4713660,0.893813481071099
"67",731587.235129527,4713644.56547209,0.853827602282312,731580,4713660,0.895924476168547
"68",731617.135129527,4713644.56547209,0.849819597124647,731610,4713660,0.891499152337128
"69",731647.035129527,4713644.56547209,0.848459199196596,731640,4713660,0.884800811976656
"70",731676.935129527,4713644.56547209,0.839271744540777,731670,4713660,0.879967991464391
"71",731706.835129527,4713644.56547209,0.838801063041837,731700,4713660,0.865908410655492
"72",731736.735129527,4713644.56547209,0.843547192503668,731730,4713660,0.841494845360825
"73",731766.635129527,4713644.56547209,0.845065947051934,731760,4713660,0.860108046630651
"74",731796.535129527,4713644.56547209,0.838418264037612,731790,4713660,0.881939211253454
"75",731826.435129527,4713644.56547209,0.842082309248281,731820,4713660,0.889218144517894
"76",731856.335129527,4713644.56547209,0.837629379975416,731850,4713660,0.897150203556889
"77",731886.235129527,4713644.56547209,0.850962633362004,731880,4713660,0.896412651241775
"78",731916.135129527,4713644.56547209,0.839809389977524,731910,4713660,0.88988813336258
"79",731946.035129527,4713644.56547209,0.835795082569758,731940,4713660,0.893368583388412
"80",731975.935129527,4713644.56547209,0.82514662155932,731970,4713660,0.88570137790829
"81",732005.835129527,4713644.56547209,0.818328647575854,732000,4713660,0.881238447319778
"82",732035.735129527,4713644.56547209,0.815479524394534,732030,4713660,0.878571428571429
"83",732065.635129527,4713644.56547209,0.821931452836798,732060,4713660,0.878417839129281
"84",732095.535129527,4713644.56547209,0.843010575429868,732090,4713660,0.886868686868687
"85",732125.435129527,4713644.56547209,0.842910235623063,732120,4713660,0.885327078446703
"86",732155.335129527,4713644.56547209,0.842479353089543,732150,4713660,0.888754534461911
"87",732185.235129527,4713644.56547209,0.843464802411195,732180,4713660,0.883652430044183
"88",732215.135129527,4713644.56547209,0.858789807100651,732210,4713660,0.883046683046683
"89",732245.035129527,4713644.56547209,0.862314032941369,732240,4713660,0.886997285961017
"90",732274.935129527,4713644.56547209,0.851672417278874,732270,4713660,0.887536514118793
"91",731407.835129527,4713614.66547209,0.862647774110891,731400,4713630,0.901137538779731
"92",731437.735129527,4713614.66547209,0.849107629328356,731430,4713630,0.8997249841337
"93",731467.635129527,4713614.66547209,0.853896545437286,731460,4713630,0.900042716787698
"94",731497.535129527,4713614.66547209,0.866604334698711,731490,4713630,0.904201680672269
"95",731527.435129527,4713614.66547209,0.855931894726541,731520,4713630,0.896711440481704
"96",731557.335129527,4713614.66547209,0.844676214272625,731550,4713630,0.891689543299226
"97",731587.235129527,4713614.66547209,0.840632026509794,731580,4713630,0.889665501747379
"98",731617.135129527,4713614.66547209,0.835152464737597,731610,4713630,0.885915112192484
"99",731647.035129527,4713614.66547209,0.842067954565078,731640,4713630,0.88450013620267
"100",731676.935129527,4713614.66547209,0.849794075856114,731670,4713630,0.876556877940769
"101",731706.835129527,4713614.66547209,0.846945090728768,731700,4713630,0.860600758238554
"102",731736.735129527,4713614.66547209,0.846708902607306,731730,4713630,0.867666755960354
"103",731766.635129527,4713614.66547209,0.842491829864521,731760,4713630,0.871854734111543
"104",731796.535129527,4713614.66547209,0.848474242707633,731790,4713630,0.887558054265461
"105",731826.435129527,4713614.66547209,0.841985554741241,731820,4713630,0.89126559714795
"106",731856.335129527,4713614.66547209,0.842266613704891,731850,4713630,0.894033837934105
"107",731886.235129527,4713614.66547209,0.850844000695748,731880,4713630,0.89030612244898
"108",731916.135129527,4713614.66547209,0.841050782746884,731910,4713630,0.879774305555556
"109",731946.035129527,4713614.66547209,0.81804087206025,731940,4713630,0.872855257369116
"110",731975.935129527,4713614.66547209,0.801577735937747,731970,4713630,0.85643115942029
"111",732005.835129527,4713614.66547209,0.800822450398898,732000,4713630,0.86596352450011
"112",732035.735129527,4713614.66547209,0.799969913668805,732030,4713630,0.835982841281857
"113",732065.635129527,4713614.66547209,0.82095607365598,732060,4713630,0.870045834456727
"114",732095.535129527,4713614.66547209,0.836550092635661,732090,4713630,0.885472893686928
"115",732125.435129527,4713614.66547209,0.839028847715018,732120,4713630,0.886119257086999
"116",732155.335129527,4713614.66547209,0.835680236487836,732150,4713630,0.89175011921793
"117",732185.235129527,4713614.66547209,0.820943659528512,732180,4713630,0.890222984562607
"118",732215.135129527,4713614.66547209,0.847652027856109,732210,4713630,0.890222984562607
"119",732245.035129527,4713614.66547209,0.857714120083354,732240,4713630,0.891694997571637
"120",732274.935129527,4713614.66547209,0.842463844706525,732270,4713630,0.895346144940959
"121",731407.835129527,4713584.76547209,0.851661838560425,731400,4713600,0.901591895803184
"122",731437.735129527,4713584.76547209,0.851268023057492,731430,4713600,0.900164338537387
"123",731467.635129527,4713584.76547209,0.847002009603537,731460,4713600,0.89379760609358
"124",731497.535129527,4713584.76547209,0.847863245484852,731490,4713600,0.900732984293194
"125",731527.435129527,4713584.76547209,0.848832713424904,731520,4713600,0.889380530973451
"126",731557.335129527,4713584.76547209,0.837291659399102,731550,4713600,0.892332789559543
"127",731587.235129527,4713584.76547209,0.827676490550395,731580,4713600,0.884549109707065
"128",731617.135129527,4713584.76547209,0.811406413268029,731610,4713600,0.863769056114175
"129",731647.035129527,4713584.76547209,0.820462504654079,731640,4713600,0.867619639527657
"130",731676.935129527,4713584.76547209,0.841188819842561,731670,4713600,0.860173289512997
"131",731706.835129527,4713584.76547209,0.84588320785746,731700,4713600,0.874002751031637
"132",731736.735129527,4713584.76547209,0.838541434433663,731730,4713600,0.873944850872257
"133",731766.635129527,4713584.76547209,0.833746298626571,731760,4713600,0.839514066496164
"134",731796.535129527,4713584.76547209,0.847707226188742,731790,4713600,0.884101788863694
"135",731826.435129527,4713584.76547209,0.843650146145037,731820,4713600,0.889781859931114
"136",731856.335129527,4713584.76547209,0.843917398964322,731850,4713600,0.892872952633909
"137",731886.235129527,4713584.76547209,0.841845244842629,731880,4713600,0.889977728285078
"138",731916.135129527,4713584.76547209,0.835377006628836,731910,4713600,0.876916140667268
"139",731946.035129527,4713584.76547209,0.818119152116638,731940,4713600,0.84521484375
"140",731975.935129527,4713584.76547209,0.793466165652307,731970,4713600,0.845532319391635
"141",732005.835129527,4713584.76547209,0.780046198069277,732000,4713600,0.84418007930954
"142",732035.735129527,4713584.76547209,0.783283094558127,732030,4713600,0.799306243805748
"143",732065.635129527,4713584.76547209,0.793115577549935,732060,4713600,0.833610648918469
"144",732095.535129527,4713584.76547209,0.804510909083996,732090,4713600,0.87673568818514
"145",732125.435129527,4713584.76547209,0.828804019907096,732120,4713600,0.889899696757639
"146",732155.335129527,4713584.76547209,0.841222996222785,732150,4713600,0.888914496427748
"147",732185.235129527,4713584.76547209,0.842455561113071,732180,4713600,0.884135908090931
"148",732215.135129527,4713584.76547209,0.844072327009259,732210,4713600,0.887590151703556
"149",732245.035129527,4713584.76547209,0.847589625477548,732240,4713600,0.891293891293891
"150",732274.935129527,4713584.76547209,0.840588080274208,732270,4713600,0.888888888888889
"151",731407.835129527,4713554.86547209,0.852801547724971,731400,4713570,0.902106567534077
"152",731437.735129527,4713554.86547209,0.855591417713086,731430,4713570,0.900351457514989
"153",731467.635129527,4713554.86547209,0.846764658528753,731460,4713570,0.89594127806563
"154",731497.535129527,4713554.86547209,0.831661029503155,731490,4713570,0.888989990900819
"155",731527.435129527,4713554.86547209,0.82959861742173,731520,4713570,0.884080776291634
"156",731557.335129527,4713554.86547209,0.830275709678717,731550,4713570,0.883301962893251
"157",731587.235129527,4713554.86547209,0.826833713875199,731580,4713570,0.871278195488722
"158",731617.135129527,4713554.86547209,0.818101763418079,731610,4713570,0.858991825613079
"159",731647.035129527,4713554.86547209,0.822583786423203,731640,4713570,0.846627867168778
"160",731676.935129527,4713554.86547209,0.824741941650627,731670,4713570,0.824488380159556
"161",731706.835129527,4713554.86547209,0.819131890587017,731700,4713570,0.855117139334155
"162",731736.735129527,4713554.86547209,0.816668805370509,731730,4713570,0.838269550748752
"163",731766.635129527,4713554.86547209,0.830418477733952,731760,4713570,0.84548557244803
"164",731796.535129527,4713554.86547209,0.845171521616899,731790,4713570,0.888282025819265
"165",731826.435129527,4713554.86547209,0.842597566421036,731820,4713570,0.895139513951395
"166",731856.335129527,4713554.86547209,0.843434700115581,731850,4713570,0.893167148898286
"167",731886.235129527,4713554.86547209,0.84401139363199,731880,4713570,0.89123595505618
"168",731916.135129527,4713554.86547209,0.843933093427028,731910,4713570,0.885010266940452
"169",731946.035129527,4713554.86547209,0.839068823948414,731940,4713570,0.853548062405637
"170",731975.935129527,4713554.86547209,0.809350904986464,731970,4713570,0.829362029208301
"171",732005.835129527,4713554.86547209,0.777779438006817,732000,4713570,0.822772027265842
"172",732035.735129527,4713554.86547209,0.774215484983351,732030,4713570,0.804789172306091
"173",732065.635129527,4713554.86547209,0.772326209867455,732060,4713570,0.788319166438168
"174",732095.535129527,4713554.86547209,0.773038784069592,732090,4713570,0.819002123142251
"175",732125.435129527,4713554.86547209,0.796941563072925,732120,4713570,0.862909367859863
"176",732155.335129527,4713554.86547209,0.820417262935199,732150,4713570,0.880963855421687
"177",732185.235129527,4713554.86547209,0.830796344532112,732180,4713570,0.884486873508353
"178",732215.135129527,4713554.86547209,0.831992843658935,732210,4713570,0.882841103246278
"179",732245.035129527,4713554.86547209,0.850192856756529,732240,4713570,0.886101354741596
"180",732274.935129527,4713554.86547209,0.849792502754687,732270,4713570,0.887530562347188
"181",731407.835129527,4713524.96547209,0.861078392944826,731400,4713540,0.90187891440501
"182",731437.735129527,4713524.96547209,0.849944941289323,731430,4713540,0.897700408338706
"183",731467.635129527,4713524.96547209,0.836722884296325,731460,4713540,0.893071953664513
"184",731497.535129527,4713524.96547209,0.814999986462597,731490,4713540,0.87843631778058
"185",731527.435129527,4713524.96547209,0.813516182701263,731520,4713540,0.875525651808242
"186",731557.335129527,4713524.96547209,0.82286759755093,731550,4713540,0.885263157894737
"187",731587.235129527,4713524.96547209,0.82398639771954,731580,4713540,0.889772415684124
"188",731617.135129527,4713524.96547209,0.824464229468051,731610,4713540,0.871945561398082
"189",731647.035129527,4713524.96547209,0.829479859114023,731640,4713540,0.84532252617359
"190",731676.935129527,4713524.96547209,0.828610036609403,731670,4713540,0.826634044040545
"191",731706.835129527,4713524.96547209,0.815796523534792,731700,4713540,0.829519071310116
"192",731736.735129527,4713524.96547209,0.8184704472543,731730,4713540,0.83206106870229
"193",731766.635129527,4713524.96547209,0.824146664414962,731760,4713540,0.837694600861212
"194",731796.535129527,4713524.96547209,0.840753345730966,731790,4713540,0.884348496530455
"195",731826.435129527,4713524.96547209,0.841281257857096,731820,4713540,0.894112277498859
"196",731856.335129527,4713524.96547209,0.833867490807852,731850,4713540,0.892946246314357
"197",731886.235129527,4713524.96547209,0.844312522430318,731880,4713540,0.894667254297047
"198",731916.135129527,4713524.96547209,0.849227385033987,731910,4713540,0.893774488463213
"199",731946.035129527,4713524.96547209,0.846906647829005,731940,4713540,0.881569887537296
"200",731975.935129527,4713524.96547209,0.831007450286906,731970,4713540,0.85053037608486
"201",732005.835129527,4713524.96547209,0.806565256521121,732000,4713540,0.816256288059306
"202",732035.735129527,4713524.96547209,0.788953079058309,732030,4713540,0.80531453362256
"203",732065.635129527,4713524.96547209,0.776028813314648,732060,4713540,0.771130625686059
"204",732095.535129527,4713524.96547209,0.770591772005054,732090,4713540,0.728310502283105
"205",732125.435129527,4713524.96547209,0.78712695674209,732120,4713540,0.748436414176511
"206",732155.335129527,4713524.96547209,0.816507694190916,732150,4713540,0.844995293379354
"207",732185.235129527,4713524.96547209,0.82914418643121,732180,4713540,0.879239465570401
"208",732215.135129527,4713524.96547209,0.830678330356871,732210,4713540,0.882176734897653
"209",732245.035129527,4713524.96547209,0.836477280505772,732240,4713540,0.890417346700863
"210",732274.935129527,4713524.96547209,0.845324604367811,732270,4713540,0.892380737056297
"211",731407.835129527,4713495.06547209,0.859318748554686,731400,4713510,0.902132998745295
"212",731437.735129527,4713495.06547209,0.84845872866848,731430,4713510,0.89691179737836
"213",731467.635129527,4713495.06547209,0.830941238797292,731460,4713510,0.884966674895088
"214",731497.535129527,4713495.06547209,0.811032299884616,731490,4713510,0.872722175497617
"215",731527.435129527,4713495.06547209,0.80439055545764,731520,4713510,0.864546899841018
"216",731557.335129527,4713495.06547209,0.813360324664144,731550,4713510,0.878063359234907
"217",731587.235129527,4713495.06547209,0.826821898356866,731580,4713510,0.880264741275572
"218",731617.135129527,4713495.06547209,0.82166220615854,731610,4713510,0.866956792042275
"219",731647.035129527,4713495.06547209,0.816884020668648,731640,4713510,0.849967804249839
"220",731676.935129527,4713495.06547209,0.828008304371434,731670,4713510,0.849677419354839
"221",731706.835129527,4713495.06547209,0.825903808362179,731700,4713510,0.83607658716829
"222",731736.735129527,4713495.06547209,0.82201960850438,731730,4713510,0.838292367399741
"223",731766.635129527,4713495.06547209,0.834345566996324,731760,4713510,0.857230018303844
"224",731796.535129527,4713495.06547209,0.84514099157728,731790,4713510,0.890828620604868
"225",731826.435129527,4713495.06547209,0.8403603111866,731820,4713510,0.891803278688525
"226",731856.335129527,4713495.06547209,0.849262855234651,731850,4713510,0.889782403027436
"227",731886.235129527,4713495.06547209,0.847832502602524,731880,4713510,0.891309332721853
"228",731916.135129527,4713495.06547209,0.842773673023469,731910,4713510,0.893491124260355
"229",731946.035129527,4713495.06547209,0.846225622811189,731940,4713510,0.888546255506608
"230",731975.935129527,4713495.06547209,0.844751486870202,731970,4713510,0.881688868819147
"231",732005.835129527,4713495.06547209,0.838545873460301,732000,4713510,0.848545636910732
"232",732035.735129527,4713495.06547209,0.829796289604671,732030,4713510,0.81476436938164
"233",732065.635129527,4713495.06547209,0.811122886522211,732060,4713510,0.798100407055631
"234",732095.535129527,4713495.06547209,0.798015336337646,732090,4713510,0.758304696449026
"235",732125.435129527,4713495.06547209,0.809482244284614,732120,4713510,0.809457092819615
"236",732155.335129527,4713495.06547209,0.823878956859888,732150,4713510,0.855613337412053
"237",732185.235129527,4713495.06547209,0.83148343832264,732180,4713510,0.878836402455298
"238",732215.135129527,4713495.06547209,0.834708693147176,732210,4713510,0.881138252329388
"239",732245.035129527,4713495.06547209,0.838982890726431,732240,4713510,0.888229475766568
"240",732274.935129527,4713495.06547209,0.836444050767848,732270,4713510,0.890151515151515
"241",731407.835129527,4713465.16547209,0.847329076912582,731400,4713480,0.898067530261202
"242",731437.735129527,4713465.16547209,0.843436076819378,731430,4713480,0.89869497898695
"243",731467.635129527,4713465.16547209,0.830808685158732,731460,4713480,0.888860435339309
"244",731497.535129527,4713465.16547209,0.819986668966873,731490,4713480,0.866163996229972
"245",731527.435129527,4713465.16547209,0.809185219114104,731520,4713480,0.872137404580153
"246",731557.335129527,4713465.16547209,0.80536691670303,731550,4713480,0.879400061218243
"247",731587.235129527,4713465.16547209,0.817487378894999,731580,4713480,0.880745341614907
"248",731617.135129527,4713465.16547209,0.822720195017459,731610,4713480,0.863781031190325
"249",731647.035129527,4713465.16547209,0.815988312547517,731640,4713480,0.847926267281106
"250",731676.935129527,4713465.16547209,0.812975770844567,731670,4713480,0.853564547206166
"251",731706.835129527,4713465.16547209,0.815487140446274,731700,4713480,0.854752131354594
"252",731736.735129527,4713465.16547209,0.819476539861083,731730,4713480,0.849619289340102
"253",731766.635129527,4713465.16547209,0.831369484654945,731760,4713480,0.879799666110184
"254",731796.535129527,4713465.16547209,0.840008591130697,731790,4713480,0.89261744966443
"255",731826.435129527,4713465.16547209,0.842211015991612,731820,4713480,0.896334345085221
"256",731856.335129527,4713465.16547209,0.84570311262227,731850,4713480,0.891058086285852
"257",731886.235129527,4713465.16547209,0.845301511588737,731880,4713480,0.895566058969165
"258",731916.135129527,4713465.16547209,0.848029701969221,731910,4713480,0.894551845342706
"259",731946.035129527,4713465.16547209,0.851656664684594,731940,4713480,0.890386343216532
"260",731975.935129527,4713465.16547209,0.848828127723685,731970,4713480,0.88543599257885
"261",732005.835129527,4713465.16547209,0.846594540915002,732000,4713480,0.88673213062343
"262",732035.735129527,4713465.16547209,0.846317650529135,732030,4713480,0.867813267813268
"263",732065.635129527,4713465.16547209,0.839878091914483,732060,4713480,0.850185283218634
"264",732095.535129527,4713465.16547209,0.828525547898721,732090,4713480,0.829081632653061
"265",732125.435129527,4713465.16547209,0.837032863747012,732120,4713480,0.876248612652608
"266",732155.335129527,4713465.16547209,0.837250151831152,732150,4713480,0.876449959536013
"267",732185.235129527,4713465.16547209,0.830401861046839,732180,4713480,0.892917166866747
"268",732215.135129527,4713465.16547209,0.83477312379427,732210,4713480,0.889142335766423
"269",732245.035129527,4713465.16547209,0.837143867836013,732240,4713480,0.890994152046784
"270",732274.935129527,4713465.16547209,0.83347572842684,732270,4713480,0.885088919288646
"271",731407.835129527,4713435.26547209,0.841470704825514,731400,4713450,0.893663194444444
"272",731437.735129527,4713435.26547209,0.829922024365721,731430,4713450,0.891548607718613
"273",731467.635129527,4713435.26547209,0.820363637053587,731460,4713450,0.87854482956173
"274",731497.535129527,4713435.26547209,0.818064030665987,731490,4713450,0.871401151631478
"275",731527.435129527,4713435.26547209,0.816863375659224,731520,4713450,0.887167494884537
"276",731557.335129527,4713435.26547209,0.811430500099137,731550,4713450,0.88050694025347
"277",731587.235129527,4713435.26547209,0.813987576836824,731580,4713450,0.886964448495898
"278",731617.135129527,4713435.26547209,0.820272102796179,731610,4713450,0.863724853990915
"279",731647.035129527,4713435.26547209,0.817769741715884,731640,4713450,0.852168199737188
"280",731676.935129527,4713435.26547209,0.81070675655347,731670,4713450,0.841604350781781
"281",731706.835129527,4713435.26547209,0.819651243239652,731700,4713450,0.857004205758654
"282",731736.735129527,4713435.26547209,0.830045129624475,731730,4713450,0.85359643539147
"283",731766.635129527,4713435.26547209,0.827400861448773,731760,4713450,0.877187948350072
"284",731796.535129527,4713435.26547209,0.829556056473978,731790,4713450,0.885455514118274
"285",731826.435129527,4713435.26547209,0.838130646406607,731820,4713450,0.894452626411389
"286",731856.335129527,4713435.26547209,0.839993460026746,731850,4713450,0.890587673196369
"287",731886.235129527,4713435.26547209,0.842707321945123,731880,4713450,0.900865800865801
"288",731916.135129527,4713435.26547209,0.847450952551888,731910,4713450,0.899311531841652
"289",731946.035129527,4713435.26547209,0.850736756240289,731940,4713450,0.891324200913242
"290",731975.935129527,4713435.26547209,0.848184408880504,731970,4713450,0.888378835467504
"291",732005.835129527,4713435.26547209,0.850626029665031,732000,4713450,0.896014658726523
"292",732035.735129527,4713435.26547209,0.850035854697804,732030,4713450,0.89623507805326
"293",732065.635129527,4713435.26547209,0.847168801049229,732060,4713450,0.886733902249806
"294",732095.535129527,4713435.26547209,0.84489090456066,732090,4713450,0.884734326679786
"295",732125.435129527,4713435.26547209,0.839975166621601,732120,4713450,0.888802689423326
"296",732155.335129527,4713435.26547209,0.821371963754207,732150,4713450,0.879543645529318
"297",732185.235129527,4713435.26547209,0.813345677582465,732180,4713450,0.883697308278314
"298",732215.135129527,4713435.26547209,0.829613424138801,732210,4713450,0.887024344126684
"299",732245.035129527,4713435.26547209,0.841654061707052,732240,4713450,0.892614408699592
"300",732274.935129527,4713435.26547209,0.851332098742971,732270,4713450,0.889264010803511
"301",731407.835129527,4713405.36547209,0.825883826439607,731400,4713420,0.897584973166369
"302",731437.735129527,4713405.36547209,0.817197224350605,731430,4713420,0.880848748639826
"303",731467.635129527,4713405.36547209,0.815122089452765,731460,4713420,0.863520408163265
"304",731497.535129527,4713405.36547209,0.816239977816434,731490,4713420,0.876535433070866
"305",731527.435129527,4713405.36547209,0.8156554879267,731520,4713420,0.88702201622248
"306",731557.335129527,4713405.36547209,0.813232518393478,731550,4713420,0.880235805150481
"307",731587.235129527,4713405.36547209,0.817782568041451,731580,4713420,0.866895368782161
"308",731617.135129527,4713405.36547209,0.822560167092516,731610,4713420,0.858831044394762
"309",731647.035129527,4713405.36547209,0.81914821827943,731640,4713420,0.850197109067017
"310",731676.935129527,4713405.36547209,0.813226705534569,731670,4713420,0.826950354609929
"311",731706.835129527,4713405.36547209,0.821332559804583,731700,4713420,0.829801777170198
"312",731736.735129527,4713405.36547209,0.828705246344273,731730,4713420,0.829580879806027
"313",731766.635129527,4713405.36547209,0.828058097989152,731760,4713420,0.865049751243781
"314",731796.535129527,4713405.36547209,0.823922745247457,731790,4713420,0.881611400383667
"315",731826.435129527,4713405.36547209,0.834886532264374,731820,4713420,0.888971869554394
"316",731856.335129527,4713405.36547209,0.844788989941342,731850,4713420,0.894592744695414
"317",731886.235129527,4713405.36547209,0.842726786193278,731880,4713420,0.896672504378284
"318",731916.135129527,4713405.36547209,0.84782480337539,731910,4713420,0.897125567322239
"319",731946.035129527,4713405.36547209,0.850962828250777,731940,4713420,0.890039107430412
"320",731975.935129527,4713405.36547209,0.842690058074364,731970,4713420,0.887011105746016
"321",732005.835129527,4713405.36547209,0.846951562632896,732000,4713420,0.896068685042928
"322",732035.735129527,4713405.36547209,0.853263962816524,732030,4713420,0.900250512411751
"323",732065.635129527,4713405.36547209,0.848583465380334,732060,4713420,0.899028205735956
"324",732095.535129527,4713405.36547209,0.843290206660811,732090,4713420,0.901846225753681
"325",732125.435129527,4713405.36547209,0.830078218496237,732120,4713420,0.893479342956695
"326",732155.335129527,4713405.36547209,0.80969700091244,732150,4713420,0.859137826350941
"327",732185.235129527,4713405.36547209,0.806711691958911,732180,4713420,0.845861084681256
"328",732215.135129527,4713405.36547209,0.829318428864567,732210,4713420,0.868464501926252
"329",732245.035129527,4713405.36547209,0.835824128026328,732240,4713420,0.89070548712206
"330",732274.935129527,4713405.36547209,0.840719081856809,732270,4713420,0.892732049036778
"331",731407.835129527,4713375.46547209,0.812675230545451,731400,4713390,0.886157135221807
"332",731437.735129527,4713375.46547209,0.811407115646217,731430,4713390,0.872596153846154
"333",731467.635129527,4713375.46547209,0.812268700477969,731460,4713390,0.872623000301841
"334",731497.535129527,4713375.46547209,0.811143499882393,731490,4713390,0.883545770567787
"335",731527.435129527,4713375.46547209,0.805429035852027,731520,4713390,0.87772397094431
"336",731557.335129527,4713375.46547209,0.80707114790219,731550,4713390,0.86592544146501
"337",731587.235129527,4713375.46547209,0.817494004519627,731580,4713390,0.863815789473684
"338",731617.135129527,4713375.46547209,0.831605625201478,731610,4713390,0.857418111753372
"339",731647.035129527,4713375.46547209,0.825046360615509,731640,4713390,0.8362452894827
"340",731676.935129527,4713375.46547209,0.82089091743662,731670,4713390,0.805024371953506
