tag,stem.tag,sp,quadrat,status.initial,status.2016,dbh
91394,91394,tsugca,920,A,A,35.5
91395,91395,tsugca,920,A,A,4.9
91396,91396,acerru,920,A,A,18.5
91397,91397,tsugca,920,A,A,35.8
91398,91398,tsugca,920,A,A,7.3
91399,91399,acerru,920,A,A,18.1
91400,91400,tsugca,920,A,D,14.8
91401,91401,tsugca,920,A,A,33.3
91402,91402,acerru,921,A,A,18.4
91403,91403,tsugca,921,A,A,6.6
91404,91404,tsugca,921,A,D,7.2
91405,91405,tsugca,921,A,A,27.2
91406,91406,kalmla,921,A,A,1
91407,91407,tsugca,921,A,A,39.7
91408,91408,tsugca,921,A,A,35.8
91409,91409,tsugca,921,A,D,30
91410,91410,tsugca,921,A,A,34.3
91411,91411,tsugca,921,A,A,1.8
91412,91412,tsugca,921,A,A,31.6
91412,91413,tsugca,921,A,A,29.5
91414,91414,tsugca,921,A,A,56.1
91415,91415,kalmla,921,A,A,1.3
91416,91416,tsugca,921,A,A,6.5
91417,91417,tsugca,921,A,A,5.7
91418,91418,tsugca,921,A,A,18.2
91419,91419,tsugca,921,A,A,15.7
91420,91420,querru,921,A,A,53.9
91421,91421,kalmla,921,A,A,2
91421,91422,kalmla,921,A,A,1.2
91423,91423,tsugca,921,A,A,6.2
91424,91424,tsugca,921,A,A,11.3
91425,91425,querru,921,A,A,41
91426,91426,tsugca,921,A,A,4.5
91427,91427,tsugca,921,A,A,30.2
91428,91428,tsugca,921,A,D,9.4
91429,91429,tsugca,921,A,D,4
91430,91430,tsugca,921,A,A,14
91431,91431,tsugca,921,A,A,21
91432,91432,querru,921,A,A,20.6
91433,91433,tsugca,921,A,A,7.7
91434,91434,tsugca,921,A,D,3.5
91435,91435,tsugca,921,A,A,1.5
91436,91436,tsugca,921,A,A,21.4
91437,91437,tsugca,921,A,D,6.4
91438,91438,acerru,921,A,A,30.2
91439,91439,tsugca,921,D,D,7.4
91440,91440,betule,921,A,A,18.7
91441,91441,tsugca,921,A,A,5.1
91442,91442,tsugca,921,A,D,6.8
91443,91443,tsugca,921,D,D,5.1
91444,91444,tsugca,921,A,D,3.8
91445,91445,tsugca,921,D,D,10
91446,91446,betule,921,A,A,16
91447,91447,betule,921,A,A,26.2
91448,91448,tsugca,921,A,A,20.3
91449,91449,tsugca,921,A,D,4.4
91450,91450,tsugca,921,A,D,3.2
91451,91451,tsugca,921,A,A,19.1
91452,91452,pinust,921,D,D,13.9
91453,91453,tsugca,921,A,A,3.7
91454,91454,fagugr,921,A,A,4.2
91455,91455,tsugca,922,A,A,65.4
91455,91456,tsugca,922,A,A,58.8
91457,91457,tsugca,922,A,A,40.3
91458,91458,tsugca,922,A,A,38.4
91459,91459,tsugca,922,A,A,21.4
91460,91460,tsugca,922,A,A,6.9
91461,91461,tsugca,922,A,A,1.2
91462,91462,tsugca,922,A,A,1.4
91463,91463,tsugca,922,A,A,3.4
91464,91464,tsugca,922,A,A,24.6
91464,91465,tsugca,922,A,D,12.1
91466,91466,tsugca,922,A,D,17.4
91467,91467,tsugca,922,D,D,9.8
91468,91468,tsugca,922,A,D,6
91469,91469,tsugca,922,A,A,21.9
91470,91470,kalmla,922,A,A,1.3
91471,91471,tsugca,922,A,A,43.8
91472,91472,tsugca,922,A,D,1.5
91473,91473,tsugca,922,A,A,2.8
91474,91474,betual,922,A,D,2.1
91474,91475,betual,922,A,D,1.2
91476,91476,kalmla,922,A,A,2.6
91477,91477,querru,922,A,A,27.8
91478,91478,kalmla,922,A,A,2.7
91478,91479,kalmla,922,A,A,2.1
91480,91480,pinust,922,D,D,26.5
91481,91481,castde,922,A,A,2.1
91482,91482,acerru,922,A,D,27.7
91483,91483,kalmla,922,A,O,3.8
91484,91484,kalmla,922,A,A,1.1
91485,91485,betual,922,A,A,4.2
91485,91486,betual,922,A,A,1.3
91487,91487,kalmla,922,A,A,5.2
91488,91488,betupa,922,D,D,18.8
91489,91489,kalmla,922,A,A,1.5
91490,91490,kalmla,922,A,A,2.5
91491,91491,kalmla,922,A,A,3.5
91491,91492,kalmla,922,A,A,3
91493,91493,kalmla,922,A,A,2.4
91494,91494,kalmla,922,A,A,1.9
91495,91495,acerru,922,D,D,16
91496,91496,pinust,922,A,A,21.3
91497,91497,pinust,922,D,D,15.2
91498,91498,betual,922,A,A,1
91499,91499,vaccco,922,A,A,1.4
91499,91500,vaccco,922,A,A,1.4
91501,91501,acerru,922,A,A,14.9
91502,91502,tsugca,922,A,A,6
91503,91503,querru,922,A,A,21
91504,91504,acerru,922,A,A,37.1
91505,91505,tsugca,922,A,A,41
91506,91506,tsugca,922,A,A,27.4
91507,91507,querru,922,A,A,37
91508,91508,tsugca,922,A,A,14.1
91509,91509,tsugca,922,A,A,33.9
91510,91510,tsugca,922,A,A,1.5
91511,91511,acerru,922,A,A,10.8
91512,91512,acerru,922,A,A,12.3
91513,91513,nysssy,922,A,A,2.2
91514,91514,tsugca,922,A,A,2.3
91515,91515,tsugca,922,A,A,16.6
91516,91516,kalmla,922,A,A,1.9
91517,91517,kalmla,922,A,A,1.7
91517,91518,kalmla,922,A,A,1.3
91517,91519,kalmla,922,A,A,1.2
91520,91520,kalmla,922,A,A,1.9
91520,91521,kalmla,922,A,A,1.3
91522,91522,kalmla,922,A,A,1
91523,91523,tsugca,922,A,A,44.4
91524,91524,tsugca,923,D,D,16.1
91525,91525,tsugca,923,A,A,34.3
91526,91526,tsugca,923,A,D,9.2
91527,91527,tsugca,923,D,D,11.9
91528,91528,tsugca,923,D,D,12.3
91529,91529,tsugca,923,A,A,19.6
91530,91530,tsugca,923,A,D,14.4
91531,91531,tsugca,923,D,D,14.7
91532,91532,pinust,923,A,A,43.2
91533,91533,acerru,923,A,A,27.6
91534,91534,tsugca,923,A,A,31.6
91535,91535,tsugca,923,D,D,12.5
91535,91536,tsugca,923,D,D,10.3
91537,91537,tsugca,923,D,D,12.2
91538,91538,acerru,923,A,A,29
91538,91539,acerru,923,A,A,26
91540,91540,tsugca,923,A,A,12.2
91541,91541,tsugca,923,A,D,15.9
91542,91542,querru,923,A,A,17
91543,91543,acerru,923,A,A,16.9
91544,91544,tsugca,923,A,A,6.1
91545,91545,querru,923,D,D,19.2
91546,91546,tsugca,923,D,D,9.4
91547,91547,tsugca,923,A,D,23.7
91548,91548,tsugca,923,D,D,8
91549,91549,tsugca,923,D,D,25.4
91550,91550,tsugca,923,A,A,35.7
91551,91551,tsugca,923,A,A,25.7
91551,91552,tsugca,923,A,A,20.8
91553,91553,tsugca,923,A,D,4
91554,91554,pinust,923,A,A,49.6
91555,91555,tsugca,923,A,D,10.4
91556,91556,querru,923,A,A,28.3
91556,91557,querru,923,A,A,22.8
91558,91558,tsugca,923,A,A,14.6
91558,91559,tsugca,923,D,D,9.5
91560,91560,kalmla,923,A,A,2.5
91561,91561,tsugca,923,A,A,27.6
91562,91562,vaccco,923,A,A,1.1
91563,91563,tsugca,923,A,A,5.7
91564,91564,tsugca,923,A,A,21.8
91565,91565,tsugca,923,D,O,16
91566,91566,tsugca,923,D,D,10.5
91567,91567,tsugca,923,A,A,23.5
91568,91568,kalmla,923,A,A,1.4
91569,91569,kalmla,923,A,A,1.2
91570,91570,tsugca,923,A,A,4.4
91571,91571,acerru,923,D,D,33
91571,91572,acerru,923,A,A,29.5
91573,91573,tsugca,923,A,A,27.5
91574,91574,tsugca,923,A,A,6.4
91575,91575,tsugca,923,A,A,13.8
91576,91576,acerru,923,A,A,10.2
91577,91577,tsugca,923,D,O,13.3
91578,91578,tsugca,923,A,O,2.3
91579,91579,tsugca,923,D,D,22.3
91579,91580,tsugca,923,D,D,8.9
91581,91581,kalmla,923,A,A,2.9
91582,91582,kalmla,923,A,A,2.4
91583,91583,kalmla,923,A,A,3.6
91583,91584,kalmla,923,A,D,1.7
91585,91585,kalmla,923,A,A,3
91586,91586,kalmla,923,A,A,1.6
91586,91587,kalmla,923,A,A,1.5
91588,91588,kalmla,923,A,A,1.6
91589,91589,tsugca,923,A,A,17.9
91590,91590,tsugca,923,A,A,2.9
91591,91591,tsugca,923,D,D,6.7
91592,91592,tsugca,923,A,A,23.3
91593,91593,tsugca,923,D,D,13.5
91594,91594,acerru,923,A,O,15.8
91595,91595,tsugca,923,D,D,23.6
91596,91596,tsugca,923,A,A,32.4
91597,91597,kalmla,923,A,A,1.6
91597,91598,kalmla,923,A,A,1.4
91597,91599,kalmla,923,A,A,1.1
91597,91600,kalmla,923,A,A,1.1
91597,91601,kalmla,923,A,A,1.5
91602,91602,kalmla,923,A,A,2.6
91602,91603,kalmla,923,A,A,1.7
91602,91604,kalmla,923,A,A,1.9
91605,91605,kalmla,923,A,A,2.6
91605,91606,kalmla,923,A,A,2.3
91607,91607,kalmla,923,A,A,1.1
91608,91608,tsugca,923,A,A,33.9
91609,91609,kalmla,923,A,A,2.1
91609,91610,kalmla,923,A,A,1.1
91611,91611,pinust,923,A,A,45.8
91612,91612,tsugca,923,A,A,26.5
91613,91613,kalmla,923,A,A,1.1
91613,91614,kalmla,923,A,A,1
91615,91615,tsugca,923,A,A,34.5
91616,91616,tsugca,923,A,A,37.7
91617,91617,betupa,924,A,A,27.4
91618,91618,tsugca,924,A,A,15.3
91619,91619,tsugca,924,A,A,22.8
91620,91620,acerru,924,A,A,23
91621,91621,acerru,924,A,A,18.3
91622,91622,betual,924,A,A,9.6
91623,91623,tsugca,924,D,D,7.9
91624,91624,betual,924,A,A,19.8
91625,91625,tsugca,924,A,A,24.7
91626,91626,acerru,924,A,A,28
91627,91627,acerru,924,A,A,19.5
91628,91628,tsugca,924,A,A,17.2
91629,91629,tsugca,924,A,A,24
91630,91630,tsugca,924,A,A,17.3
91631,91631,tsugca,924,D,D,17.6
91632,91632,tsugca,924,A,A,19.6
91632,91633,tsugca,924,A,D,6.4
91634,91634,tsugca,924,A,A,26.6
91635,91635,tsugca,924,D,D,8.3
91636,91636,tsugca,924,A,A,12.9
91637,91637,tsugca,924,A,A,18
91638,91638,acerru,924,A,A,16.9
91639,91639,kalmla,924,A,A,3.9
91639,91640,kalmla,924,A,A,1
91641,91641,betual,924,A,A,6
91642,91642,tsugca,924,A,A,2.4
91643,91643,betual,924,D,D,11.9
91644,91644,kalmla,924,A,D,1.4
91645,91645,acerru,924,A,A,21.6
91645,91646,acerru,924,A,A,17.6
91645,91647,acerru,924,A,A,20.1
91648,91648,kalmla,924,A,A,2.9
91648,91649,kalmla,924,A,A,1.2
91650,91650,kalmla,924,A,A,4.4
91650,91651,kalmla,924,A,A,2.1
91652,91652,kalmla,924,A,A,3
91652,91653,kalmla,924,A,A,1.1
91654,91654,kalmla,924,A,A,2.3
91655,91655,tsugca,924,A,A,2.7
91656,91656,tsugca,924,A,A,3.7
91657,91657,tsugca,924,A,A,20.1
91658,91658,pinust,924,A,A,47.7
91659,91659,tsugca,924,A,D,5.7
91660,91660,tsugca,924,A,A,25.7
91661,91661,tsugca,924,A,D,7.2
91662,91662,tsugca,924,A,A,13.7
91663,91663,tsugca,924,A,A,19.3
91663,91664,tsugca,924,A,A,6.5
91665,91665,tsugca,924,D,D,6.9
91666,91666,acerru,924,A,A,14.8
91667,91667,tsugca,924,A,A,12.7
91668,91668,tsugca,924,A,A,15.7
91669,91669,tsugca,924,A,A,16.1
91670,91670,tsugca,924,A,A,8
91671,91671,tsugca,924,A,A,23.5
91672,91672,tsugca,924,A,A,14.4
91673,91673,tsugca,924,A,A,14.8
91674,91674,tsugca,924,A,A,14
91675,91675,tsugca,924,D,D,7
91676,91676,tsugca,924,A,A,31.6
91677,91677,tsugca,924,D,D,9.7
91678,91678,tsugca,924,A,A,19.8
91679,91679,tsugca,924,D,D,9.4
91680,91680,nysssy,924,A,A,22.4
91681,91681,tsugca,924,A,A,15.8
91682,91682,tsugca,924,A,A,15.6
91683,91683,tsugca,924,A,A,22.5
91684,91684,tsugca,924,A,A,21
91685,91685,tsugca,924,A,A,23.7
91686,91686,tsugca,924,A,A,17.1
91687,91687,tsugca,924,A,A,17.4
91688,91688,betual,924,A,A,15.1
91689,91689,tsugca,924,A,A,30.4
91690,91690,tsugca,924,A,D,4.2
91691,91691,tsugca,924,A,A,17.4
91692,91692,tsugca,924,A,A,5.7
91693,91693,tsugca,924,A,A,26.1
91694,91694,tsugca,924,A,A,25.1
91695,91695,tsugca,924,A,A,17.8
91696,91696,acerru,924,D,D,17.1
91697,91697,tsugca,924,A,A,23.2
91698,91698,tsugca,924,A,A,19.6
91699,91699,tsugca,924,A,A,25.5
91700,91700,tsugca,924,A,A,4.5
91701,91701,tsugca,924,A,A,38.4
91702,91702,betual,925,A,A,5.9
91703,91703,tsugca,925,A,A,23.6
91704,91704,tsugca,925,A,A,8.8
91705,91705,tsugca,925,A,D,9
91706,91706,pinust,925,A,A,32.8
91707,91707,tsugca,925,A,A,11.4
91707,91708,tsugca,925,A,A,9.2
91709,91709,tsugca,925,A,D,5.9
91710,91710,tsugca,925,A,A,22.1
91711,91711,tsugca,925,A,A,31.2
91712,91712,tsugca,925,A,A,16.8
91713,91713,tsugca,925,A,A,9.6
91714,91714,tsugca,925,A,A,18.3
91715,91715,tsugca,925,D,D,10.2
91716,91716,tsugca,925,D,D,10.2
91717,91717,tsugca,925,A,A,16.4
91718,91718,tsugca,925,A,A,5.6
91719,91719,acerru,925,A,A,29.6
91720,91720,tsugca,925,A,A,22.4
91721,91721,tsugca,925,D,D,8.7
91722,91722,tsugca,925,A,A,36.3
91723,91723,tsugca,925,A,A,18.7
91724,91724,tsugca,925,A,A,8.3
91725,91725,tsugca,925,A,A,12.2
91726,91726,pinust,925,A,A,36.5
91727,91727,tsugca,925,A,A,23.4
91728,91728,tsugca,925,D,D,13.5
91729,91729,acerru,925,A,A,24.9
91729,91730,acerru,925,A,A,13.1
91729,91731,acerru,925,A,A,11.2
91732,91732,tsugca,925,A,A,9.4
91733,91733,tsugca,925,D,D,7.1
91734,91734,tsugca,925,A,A,18.4
91735,91735,tsugca,925,A,A,35.8
91736,91736,tsugca,925,A,A,13.9
91737,91737,tsugca,925,A,A,15.1
91738,91738,tsugca,925,D,D,5.1
91739,91739,betupa,925,A,D,27.1
91740,91740,betual,925,A,A,9.1
91741,91741,tsugca,925,A,A,15.2
91742,91742,tsugca,925,A,A,1.1
91743,91743,tsugca,925,D,D,14.6
91744,91744,tsugca,925,A,A,23
91745,91745,nysssy,925,A,A,22.5
91746,91746,tsugca,925,A,A,22.1
91747,91747,acerru,925,A,D,24.9
91747,91748,acerru,925,A,A,23
91749,91749,tsugca,925,A,A,11.1
91750,91750,tsugca,925,A,A,20.3
91751,91751,tsugca,925,D,D,12.2
91752,91752,tsugca,925,A,A,21.8
91753,91753,tsugca,925,A,A,1.2
91754,91754,tsugca,925,A,A,8.1
91755,91755,tsugca,925,A,A,16.5
91756,91756,tsugca,925,D,D,9.4
91757,91757,tsugca,925,A,A,41.8
91758,91758,tsugca,925,A,A,4
91759,91759,tsugca,925,A,A,2.9
91760,91760,tsugca,925,A,A,7.8
91761,91761,betule,925,A,D,5
91762,91762,tsugca,925,A,A,15.5
91763,91763,tsugca,925,A,A,6.2
91764,91764,tsugca,925,A,A,1.7
91765,91765,acerru,925,A,A,11.1
91766,91766,tsugca,925,A,A,2.6
91767,91767,tsugca,925,A,A,2.8
91768,91768,tsugca,925,A,A,1.8
91769,91769,tsugca,925,A,A,3
91770,91770,tsugca,925,A,A,2.7
91771,91771,tsugca,925,A,A,1.9
91772,91772,tsugca,925,A,A,1.8
91773,91773,tsugca,925,A,A,1
91774,91774,tsugca,925,A,A,2.2
91775,91775,tsugca,925,A,A,22.7
91776,91776,tsugca,925,A,A,1.7
91777,91777,tsugca,925,A,A,2
91778,91778,tsugca,925,D,D,7.3
91779,91779,tsugca,925,A,A,3.4
91780,91780,tsugca,925,A,A,22.1
91781,91781,tsugca,925,D,D,6
91782,91782,tsugca,925,A,A,4.6
91783,91783,tsugca,925,A,A,17.1
91784,91784,tsugca,925,A,A,28.5
91785,91785,tsugca,925,D,D,6.7
91786,91786,tsugca,925,A,A,16.1
91787,91787,tsugca,925,A,A,24
91787,91788,tsugca,925,A,D,7.7
91789,91789,tsugca,925,A,A,4.8
91790,91790,tsugca,925,A,A,1.5
91791,91791,tsugca,925,A,A,28.7
91792,91792,tsugca,925,A,A,16
91793,91793,tsugca,925,A,A,21
91794,91794,tsugca,925,A,D,10.1
91795,91795,pinust,925,A,A,16.1
91796,91796,tsugca,925,A,A,6.9
91797,91797,tsugca,925,D,D,5.6
91798,91798,tsugca,925,A,A,18.6
91799,91799,tsugca,925,A,A,13.7
91800,91800,tsugca,925,D,D,7.3
91801,91801,tsugca,925,A,D,16.6
91802,91802,tsugca,925,D,D,7.5
91803,91803,pinust,925,A,A,27.2
91804,91804,tsugca,925,D,D,7.3
100977,100977,tsugca,1011,A,A,29.7
100978,100978,tsugca,1011,D,D,10.1
100979,100979,querru,1011,A,A,25.1
100980,100980,tsugca,1011,A,A,21.6
100981,100981,tsugca,1011,A,A,33.8
100982,100982,tsugca,1011,D,D,10.3
100983,100983,pinust,1011,A,A,57.6
100984,100984,acerru,1011,A,A,16.8
100984,100985,acerru,1011,A,A,12.4
100986,100986,tsugca,1011,A,A,17.5
100987,100987,tsugca,1011,A,A,3.2
100988,100988,tsugca,1011,A,A,13.8
100989,100989,tsugca,1011,A,A,2.6
100989,100990,tsugca,1011,A,D,1.4
100991,100991,tsugca,1011,A,A,15.8
100992,100992,acerru,1011,A,A,12.8
100993,100993,querru,1011,A,A,35.5
100994,100994,tsugca,1011,A,A,27.9
100995,100995,tsugca,1011,A,A,48.7
100996,100996,tsugca,1011,A,A,4
100997,100997,tsugca,1011,A,A,5
100997,100998,tsugca,1011,A,D,3.6
100999,100999,tsugca,1011,A,A,21
101000,101000,tsugca,1011,A,A,6
101001,101001,tsugca,1011,A,A,2.3
101002,101002,tsugca,1011,A,A,4
101003,101003,tsugca,1011,A,D,2.7
101004,101004,tsugca,1011,A,A,5.2
101005,101005,pinust,1011,A,A,39.1
101006,101006,tsugca,1011,A,D,43.8
101007,101007,querru,1011,A,A,35.9
101008,101008,tsugca,1011,A,A,1.5
101009,101009,tsugca,1011,A,A,2.9
101010,101010,acerru,1011,A,A,10.9
101011,101011,querru,1011,D,D,16.3
101012,101012,acerru,1011,A,D,8.4
101013,101013,tsugca,1011,A,A,3.9
101014,101014,tsugca,1011,A,A,1.5
101015,101015,tsugca,1011,A,A,10.4
101016,101016,querru,1011,A,A,26.9
101017,101017,betule,1011,A,D,18.7
101018,101018,piceab,1011,A,D,22.7
101019,101019,acerru,1011,A,D,5.6
101020,101020,piceab,1011,A,D,21.6
101021,101021,tsugca,1011,A,A,1.3
101022,101022,tsugca,1011,A,A,12.7
101023,101023,querru,1011,A,A,35.9
101024,101024,tsugca,1011,A,A,2.4
101024,101025,tsugca,1011,A,A,1.6
101026,101026,betupa,1011,A,A,20.9
101027,101027,acerru,1011,A,A,6
101028,101028,tsugca,1011,A,A,10.3
101029,101029,acerru,1011,A,A,13.5
101029,101030,acerru,1011,A,D,8
101031,101031,tsugca,1011,A,A,2
101032,101032,querru,1011,A,A,24.5
101033,101033,tsugca,1011,A,A,5.2
101034,101034,tsugca,1011,A,A,7.6
101035,101035,tsugca,1011,A,A,12.1
101036,101036,betupa,1011,D,D,17.6
101037,101037,acerru,1011,A,D,5.2
101038,101038,acerru,1011,A,A,11.1
101039,101039,tsugca,1012,A,A,42.8
101040,101040,tsugca,1012,D,D,15.5
101041,101041,betual,1012,A,A,9.3
101042,101042,tsugca,1012,A,A,5.6
101043,101043,tsugca,1012,A,A,3
101044,101044,tsugca,1012,A,A,3.2
101045,101045,tsugca,1012,A,A,11.7
101046,101046,tsugca,1012,D,D,22.2
101047,101047,querru,1012,A,A,37.4
101048,101048,tsugca,1012,A,D,5.1
101049,101049,acerru,1012,A,A,24.4
101050,101050,tsugca,1012,A,D,14.1
101050,101051,tsugca,1012,A,D,9.2
101052,101052,tsugca,1012,A,A,41.2
101053,101053,tsugca,1012,A,A,23
101054,101054,querru,1012,A,A,26.8
101055,101055,tsugca,1012,A,A,20.3
101055,101056,tsugca,1012,A,A,13.5
101057,101057,tsugca,1012,A,A,21
101058,101058,betupa,1012,A,D,23.1
101058,101059,betupa,1012,A,D,20.4
101060,101060,acerru,1012,A,A,12
101061,101061,tsugca,1012,A,A,42.2
101062,101062,tsugca,1012,A,D,5
101063,101063,tsugca,1012,D,D,23.7
101064,101064,tsugca,1012,A,A,2.9
101065,101065,tsugca,1012,A,A,3
101066,101066,tsugca,1012,A,A,3
101066,101067,tsugca,1012,A,A,1
101068,101068,tsugca,1012,A,A,1.1
101069,101069,tsugca,1012,A,A,1.3
101070,101070,tsugca,1012,A,A,1
101071,101071,tsugca,1012,A,A,1.5
101072,101072,betupa,1012,A,A,21.7
101073,101073,acerru,1012,A,A,9.4
101074,101074,pinust,1012,D,D,17.6
101075,101075,acerru,1012,A,A,17.9
101076,101076,tsugca,1012,A,A,11.4
101077,101077,querru,1012,A,A,25.8
101078,101078,acerru,1012,A,A,20.1
101078,101079,acerru,1012,A,D,18.8
101080,101080,tsugca,1012,A,A,3.1
101081,101081,tsugca,1012,A,A,7.7
101082,101082,querru,1012,A,A,32.1
101083,101083,tsugca,1012,A,A,27.7
101084,101084,pinust,1012,A,A,43.2
101085,101085,fagugr,1012,A,A,1.4
101086,101086,acerru,1012,A,A,28.9
101086,101087,acerru,1012,A,A,23.5
101086,101088,acerru,1012,A,A,23.5
101089,101089,tsugca,1012,A,A,33
101090,101090,prunse,1012,D,D,13.2
101091,101091,tsugca,1012,A,A,7.5
101092,101092,querru,1012,A,A,14.8
101093,101093,tsugca,1012,A,A,42.4
101094,101094,tsugca,1012,A,A,2.2
101095,101095,pinust,1012,D,D,40.9
101096,101096,acerru,1013,A,A,18.3
101097,101097,tsugca,1013,A,A,8.6
101098,101098,tsugca,1013,A,D,4.3
101098,101099,tsugca,1013,A,D,4
101100,101100,betual,1013,D,D,12.4
101101,101101,tsugca,1013,A,A,6.7
101102,101102,tsugca,1013,A,D,4.5
101103,101103,tsugca,1013,A,A,20.7
101104,101104,acerru,1013,A,A,28.4
101104,101105,acerru,1013,D,D,7.7
101106,101106,acerru,1013,D,D,18.4
101107,101107,tsugca,1013,A,A,3.2
101108,101108,tsugca,1013,D,D,9.3
101109,101109,tsugca,1013,A,A,4.8
101110,101110,tsugca,1013,A,A,2.4
101111,101111,tsugca,1013,A,A,10.6
101112,101112,pinust,1013,A,A,52.8
101113,101113,tsugca,1013,A,A,31.5
101114,101114,tsugca,1013,D,D,13.5
101115,101115,tsugca,1013,A,A,31.2
101116,101116,tsugca,1013,A,A,34
101117,101117,querru,1013,A,A,17
101118,101118,tsugca,1013,A,A,11.2
101119,101119,querru,1013,A,A,29.7
101120,101120,tsugca,1013,D,D,15.4
101121,101121,tsugca,1013,A,A,13
101122,101122,tsugca,1013,D,D,21.5
101123,101123,pinust,1013,A,A,51
101124,101124,tsugca,1013,A,A,27.2
101124,101125,tsugca,1013,A,A,17.5
101126,101126,fagugr,1013,A,D,5.3
101127,101127,fagugr,1013,D,D,21.4
101128,101128,tsugca,1013,A,A,1.9
101129,101129,tsugca,1013,A,A,23.6
101130,101130,querru,1013,A,A,24.1
101130,101131,querru,1013,D,D,9.3
101132,101132,tsugca,1013,A,A,20.3
101133,101133,pinust,1013,A,A,41.5
101134,101134,tsugca,1013,D,D,15.2
101135,101135,fagugr,1013,A,A,15.6
101136,101136,tsugca,1013,A,A,20.3
101137,101137,tsugca,1013,D,D,9.1
101138,101138,querru,1013,A,A,17.3
101139,101139,tsugca,1013,A,A,38.9
101140,101140,tsugca,1013,A,A,20.5
101141,101141,pinust,1013,D,D,8.6
101142,101142,acerru,1013,A,A,24.7
101143,101143,acerru,1013,A,A,9.6
101144,101144,tsugca,1013,A,A,21
101145,101145,querru,1013,A,A,28.2
101146,101146,acerru,1013,A,A,19.3
101147,101147,pinust,1013,A,A,42.6
101148,101148,tsugca,1013,A,A,22.8
101149,101149,acerru,1013,A,A,25.8
101149,101150,acerru,1013,A,A,22.7
101149,101151,acerru,1013,A,A,21.5
101152,101152,tsugca,1013,A,A,23.5
101153,101153,acerru,1013,D,D,8.6
101154,101154,pinust,1013,D,D,14.2
101155,101155,acerru,1013,A,D,10.3
101156,101156,tsugca,1013,A,A,21.3
101156,101157,tsugca,1013,A,A,16.3
101156,101158,tsugca,1013,D,D,8.7
101159,101159,querru,1013,A,A,26.1
101160,101160,acerru,1013,A,A,14.2
101161,101161,acerru,1013,A,A,11.5
101162,101162,tsugca,1013,A,A,25.1
101163,101163,tsugca,1013,A,D,2.7
101164,101164,tsugca,1013,A,A,3.3
101165,101165,betual,1013,A,D,16.7
102056,102056,tsugca,1013,A,D,8
101166,101166,tsugca,1014,A,A,5.5
101167,101167,pinust,1014,A,A,49.2
101168,101168,tsugca,1014,A,A,11
101169,101169,pinust,1014,A,A,39.4
101170,101170,tsugca,1014,A,A,14.4
101171,101171,tsugca,1014,A,A,15.4
101172,101172,tsugca,1014,D,D,9.2
101173,101173,tsugca,1014,D,D,6.2
101174,101174,pinust,1014,A,A,52.5
101175,101175,tsugca,1014,A,A,38.2
101176,101176,tsugca,1014,A,A,12.3
101177,101177,pinust,1014,D,D,15.5
101178,101178,betule,1014,A,A,20.3
101179,101179,tsugca,1014,A,A,10.9
101180,101180,tsugca,1014,A,A,2.1
101181,101181,pinust,1014,A,A,35.8
101182,101182,tsugca,1014,A,A,2.7
101183,101183,pinust,1014,A,A,52.9
101184,101184,acerru,1014,A,A,21.3
101184,101185,acerru,1014,D,D,10.9
101186,101186,acerru,1014,A,A,11.5
101187,101187,pinust,1014,A,A,37.4
101188,101188,betupa,1014,D,D,20.2
101189,101189,tsugca,1014,A,A,9.8
101190,101190,tsugca,1014,A,A,17.6
101191,101191,acerru,1014,A,A,25.6
101191,101192,acerru,1014,A,A,21.5
101193,101193,tsugca,1014,A,A,29.7
101194,101194,tsugca,1014,A,A,13.7
101194,101195,tsugca,1014,A,D,5.5
101196,101196,tsugca,1014,D,D,17.8
101197,101197,tsugca,1014,A,A,25
101198,101198,acerru,1014,A,A,21.9
101199,101199,tsugca,1014,A,A,43.1
101199,101200,tsugca,1014,A,A,20.4
101201,101201,tsugca,1014,A,D,6.5
101202,101202,pinust,1014,A,A,47.6
101203,101203,pinust,1014,D,D,11.9
101204,101204,pinust,1014,D,D,17.7
101205,101205,tsugca,1014,A,A,24.1
101206,101206,tsugca,1014,A,A,14.4
101207,101207,querru,1014,A,A,37.1
101208,101208,tsugca,1014,A,D,3.1
101209,101209,tsugca,1014,A,A,18.8
101209,101210,tsugca,1014,A,A,8.7
101211,101211,tsugca,1014,A,A,11.5
101211,101212,tsugca,1014,D,D,8
101213,101213,betupa,1014,A,A,29.9
101214,101214,pinust,1014,D,D,16.7
101215,101215,tsugca,1014,A,A,26
101216,101216,tsugca,1014,D,D,12.7
101217,101217,acerru,1014,A,A,39
101218,101218,pinust,1014,D,D,17.2
101219,101219,tsugca,1014,A,A,20.4
101220,101220,tsugca,1014,A,D,5
101221,101221,pinust,1015,A,A,59.7
101222,101222,tsugca,1015,A,A,44.5
101223,101223,deadhw,1015,D,D,9.7
101224,101224,tsugca,1015,D,D,7.4
101225,101225,pinust,1015,A,A,23.2
101226,101226,tsugca,1015,A,A,24.1
101227,101227,tsugca,1015,A,A,18.8
101228,101228,betule,1015,A,A,14.4
101228,101229,betule,1015,D,D,8.2
101230,101230,betupa,1015,A,A,33.1
101231,101231,tsugca,1015,A,A,13.5
101231,101232,tsugca,1015,A,A,11.1
101233,101233,tsugca,1015,D,D,27.2
101234,101234,tsugca,1015,A,A,23.8
101235,101235,acerru,1015,A,A,28.1
