"","plot","year","treatment","total.vai","h10","h25","h50","h75","h90","skew.vai","kur.vai","max.vai","min.vai","breakpoint","breakpoint.se"
"10%",3,2016,"moderate",5.00550115480654,2.29191558811854,5.74089709433792,11.9255597477379,18.4433065413987,22.0194596015383,0.505333025707121,-0.968364666079662,8,0,4.18609977788578,0.0664847568058146
