"","plot","year","treatment","total.vai","h10","h25","h50","h75","h90","skew.vai","kur.vai","max.vai","min.vai","breakpoint","breakpoint.se"
"10%",6,2016,"low",7.30680083239951,2.11702295951773,5.99055089200505,12.2578316901804,17.9698934434354,22.1823818622724,0.245050655313626,-1.01613969419644,9,0,5.08948371805578,0.128134210627441
