"","plot","year","treatment","total.vai","h10","h25","h50","h75","h90","skew.vai","kur.vai","max.vai","min.vai","breakpoint","breakpoint.se"
"10%",5,2016,"high",5.26376597556338,2.63540372293401,7.47704207415907,15.3079103583305,25.434799187387,27.6587301631948,0.715778710184067,-0.747576196172124,2,0,4.93308409108607,0.0590358458172787
