"","plot","year","treatment","total.vai","h10","h25","h50","h75","h90","skew.vai","kur.vai","max.vai","min.vai","breakpoint","breakpoint.se"
"10%",1,2015,"double",7.41998229370212,1.78130672466509,5.42507429602019,11.3117012692339,17.2402779322566,19.9513550518183,0.666972634897825,-1.17978612957614,5,0,6.28091178427144,0.073244131853149
