"","plot","year","treatment","total.vai","h10","h25","h50","h75","h90","skew.vai","kur.vai","max.vai","min.vai","breakpoint","breakpoint.se"
"10%",8,2015,"double",7.19680342233061,5.49620994234853,14.7966752893865,28.8159461967627,46.9790280799773,46.9790280799773,2.12900458645816,3.29225852860049,5,0,7.1489592026685,0.00507003881092406
