"","plot","year","treatment","total.vai","h10","h25","h50","h75","h90","skew.vai","kur.vai","max.vai","min.vai","breakpoint","breakpoint.se"
"10%",10,2015,"moderate",7.38906212067667,1.83754611330896,5.41827086036019,11.4179926397322,17.5628672099672,19.6633888073349,0.641203144262249,-1.2748129734204,5,0,6.56079457914711,0.066918593699999
