"","plot","year","treatment","total.vai","h10","h25","h50","h75","h90","skew.vai","kur.vai","max.vai","min.vai","breakpoint","breakpoint.se"
"10%",2,2017,"low",7.83232425235335,2.03684623073566,6.06770798902211,12.7314984032301,17.9980917336025,22.0639151041052,1.39779854533471,0.861017672293042,7,0,6.67207405517744,0.0612304899376125
