"","plot","year","treatment","total.vai","h10","h25","h50","h75","h90","skew.vai","kur.vai","max.vai","min.vai","breakpoint","breakpoint.se"
"10%",9,2017,"high",6.34053915822478,2.24206732175109,6.2068153067823,12.6192934792693,19.3388939573436,22.5653165462571,0.686479091668387,-0.420221412418646,2,0,4.45200250422211,0.122642752003876
